Ticket,Date,Timezone,Transaction,Details,Instrument,Price,Units,Direction,Spread Cost,Stop Loss,Take Profit,Trailing Stop,Financing,Commission,Conversion Rate,P/L,Amount,Balance
,01/19/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,0.00000,,,,,
,01/19/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,0.00000,,,,,
,01/19/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,0.00000,,,,,
,01/19/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,0.00000,,,,,
756,01/20/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.15480,,,,,448.93
,01/20/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02270,,,,,
,01/20/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01780,,,,,
,01/20/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 740,EUR/CHF,,,,,,,,-0.02140,,,,,
,01/20/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 745,EUR/CHF,,,,,,,,-0.01910,,,,,
,01/20/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 751,EUR/CHF,,,,,,,,-0.01770,,,,,
,01/20/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.01240,,,,,
,01/20/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.00750,,,,,
,01/20/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.01860,,,,,
,01/20/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.01760,,,,,
757,01/21/2020 09:11:38 AM,PST,MARKET_ORDER,CLIENT_ORDER,AUD/NZD,,602,Buy,,,1.04010,,,,,,,
758,01/21/2020 09:11:38 AM,PST,ORDER_FILL,MARKET_ORDER,AUD/NZD,1.03710,602,Buy,0.0517,,,,0.00000,0.0000,,0.00000,,448.93
759,01/21/2020 09:11:38 AM,PST,TAKE_PROFIT_ORDER,ON_FILL,,1.04010,,,,,,,,,,,,
760,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.18220,,,,,448.75
,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02350,,,,,
,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01850,,,,,
,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 740,EUR/CHF,,,,,,,,-0.02220,,,,,
,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 745,EUR/CHF,,,,,,,,-0.01970,,,,,
,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 751,EUR/CHF,,,,,,,,-0.01830,,,,,
,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.01400,,,,,
,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.00840,,,,,
,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.02100,,,,,
,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.01980,,,,,
,01/21/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 758,AUD/NZD,,,,,,,,-0.01680,,,,,
761,01/21/2020 11:57:51 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,EUR/CHF,1.07683,702,Sell,0.0650,,,,0.00000,0.0000,1.0292,2.18200,,450.93
762,01/21/2020 11:58:38 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,EUR/CHF,1.07750,755,Sell,0.0738,,,,0.00000,0.0000,1.0286,1.94150,,452.87
763,01/21/2020 11:59:26 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,EUR/CHF,1.07807,850,Sell,0.1049,,,,0.00000,0.0000,1.0281,2.20220,,455.07
764,01/22/2020 12:28:38 AM,PST,MARKET_ORDER,CLIENT_ORDER,EUR/JPY,,809,Buy,,,122.10700,,,,,,,
765,01/22/2020 12:28:38 AM,PST,ORDER_FILL,MARKET_ORDER,EUR/JPY,121.85700,809,Buy,0.0552,,,,0.00000,0.0000,,0.00000,,455.07
766,01/22/2020 12:28:38 AM,PST,TAKE_PROFIT_ORDER,ON_FILL,,122.10700,,,,,,,,,,,,
767,01/22/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.51880,,,,,454.55
,01/22/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.06810,,,,,
,01/22/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.05350,,,,,
,01/22/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.10720,,,,,
,01/22/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.05070,,,,,
,01/22/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.03040,,,,,
,01/22/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.07610,,,,,
,01/22/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.07170,,,,,
,01/22/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 758,AUD/NZD,,,,,,,,-0.06110,,,,,
768,01/22/2020 04:30:06 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,AUD/NZD,1.04014,602,Sell,0.1987,,,,0.00000,0.0000,0.6597,1.20740,,455.76
769,01/22/2020 05:39:19 PM,PST,MARKET_ORDER,CLIENT_ORDER,EUR/JPY,,650,Buy,,,121.92600,,,,,,,
770,01/22/2020 05:39:19 PM,PST,ORDER_FILL,MARKET_ORDER,EUR/JPY,121.57900,650,Buy,0.0445,,,,0.00000,0.0000,,0.00000,,455.76
771,01/22/2020 05:39:19 PM,PST,TAKE_PROFIT_ORDER,ON_FILL,,121.92600,,,,,,,,,,,,
772,01/22/2020 05:47:41 PM,PST,MARKET_ORDER,CLIENT_ORDER,EUR/CHF,,851,Buy,,,1.07586,,,,,,,
773,01/22/2020 05:47:41 PM,PST,ORDER_FILL,MARKET_ORDER,EUR/CHF,1.07336,851,Buy,0.0659,,,,0.00000,0.0000,,0.00000,,455.76
774,01/22/2020 05:47:41 PM,PST,TAKE_PROFIT_ORDER,ON_FILL,,1.07586,,,,,,,,,,,,
775,01/23/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.17420,,,,,455.59
,01/23/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02260,,,,,
,01/23/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01780,,,,,
,01/23/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.02140,,,,,
,01/23/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.03460,,,,,
,01/23/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.02780,,,,,
,01/23/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.01110,,,,,
,01/23/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.00660,,,,,
,01/23/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.01660,,,,,
,01/23/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.01570,,,,,
776,01/24/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.12380,,,,,455.46
,01/24/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02260,,,,,
,01/24/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01770,,,,,
,01/24/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.02130,,,,,
,01/24/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.03450,,,,,
,01/24/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.02770,,,,,
,01/24/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,0.00000,,,,,
,01/24/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,0.00000,,,,,
,01/24/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,0.00000,,,,,
,01/24/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,0.00000,,,,,
777,01/25/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,0.00000,,,,,455.46
,01/25/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,0.00000,,,,,
,01/25/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,0.00000,,,,,
,01/25/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,0.00000,,,,,
,01/25/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,0.00000,,,,,
,01/25/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,0.00000,,,,,
,01/25/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,0.00000,,,,,
,01/25/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,0.00000,,,,,
,01/25/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,0.00000,,,,,
,01/25/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,0.00000,,,,,
778,01/26/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,0.00000,,,,,455.46
,01/26/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,0.00000,,,,,
,01/26/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,0.00000,,,,,
,01/26/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,0.00000,,,,,
,01/26/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,0.00000,,,,,
,01/26/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,0.00000,,,,,
,01/26/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,0.00000,,,,,
,01/26/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,0.00000,,,,,
,01/26/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,0.00000,,,,,
,01/26/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,0.00000,,,,,
779,01/27/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.18300,,,,,455.28
,01/27/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02260,,,,,
,01/27/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01770,,,,,
,01/27/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.02130,,,,,
,01/27/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.03350,,,,,
,01/27/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.02690,,,,,
,01/27/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.01350,,,,,
,01/27/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.00810,,,,,
,01/27/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.02030,,,,,
,01/27/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.01910,,,,,
780,01/28/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.16190,,,,,455.12
,01/28/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02170,,,,,
,01/28/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01710,,,,,
,01/28/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.02060,,,,,
,01/28/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.03270,,,,,
,01/28/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.02630,,,,,
,01/28/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.00960,,,,,
,01/28/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.00580,,,,,
,01/28/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.01450,,,,,
,01/28/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.01360,,,,,
781,01/29/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.49630,,,,,454.62
,01/29/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.06490,,,,,
,01/29/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.05100,,,,,
,01/29/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.06140,,,,,
,01/29/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.10250,,,,,
,01/29/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.08240,,,,,
,01/29/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.02970,,,,,
,01/29/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.01780,,,,,
,01/29/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.04460,,,,,
,01/29/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.04200,,,,,
782,01/30/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.17140,,,,,454.45
,01/30/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02070,,,,,
,01/30/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01620,,,,,
,01/30/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.01960,,,,,
,01/30/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.03330,,,,,
,01/30/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.02670,,,,,
,01/30/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.01220,,,,,
,01/30/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.00730,,,,,
,01/30/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.01820,,,,,
,01/30/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.01720,,,,,
783,01/31/2020 05:21:43 AM,PST,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,GBP/AUD,1.96300,200,Sell,,,1.95300,,,,,,,
784,01/31/2020 05:23:28 AM,PST,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,EUR/AUD,1.65200,205,Sell,,,1.64450,,,,,,,
785,01/31/2020 06:23:48 AM,PST,ORDER_FILL,MARKET_IF_TOUCHED_ORDER,GBP/AUD,1.96302,200,Sell,0.0201,,,,0.00000,0.0000,,0.00000,,454.45
786,01/31/2020 06:23:48 AM,PST,TAKE_PROFIT_ORDER,ON_FILL,,1.95300,,,,,,,,,,,,
787,01/31/2020 06:31:23 AM,PST,ORDER_CANCEL,CLIENT_REQUEST,,,,,,,,,,,,,,
788,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.17600,,,,,454.27
,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02190,,,,,
,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01720,,,,,
,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.02070,,,,,
,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.03270,,,,,
,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.02630,,,,,
,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 785,GBP/AUD,,,,,,,,-0.00430,,,,,
,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.01170,,,,,
,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.00700,,,,,
,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.01760,,,,,
,01/31/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.01660,,,,,
789,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,0.00000,,,,,454.27
,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,0.00000,,,,,
,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,0.00000,,,,,
,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,0.00000,,,,,
,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,0.00000,,,,,
,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,0.00000,,,,,
,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 785,GBP/AUD,,,,,,,,0.00000,,,,,
,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,0.00000,,,,,
,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,0.00000,,,,,
,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,0.00000,,,,,
,02/01/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,0.00000,,,,,
790,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,0.00000,,,,,454.27
,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,0.00000,,,,,
,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,0.00000,,,,,
,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,0.00000,,,,,
,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,0.00000,,,,,
,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,0.00000,,,,,
,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 785,GBP/AUD,,,,,,,,0.00000,,,,,
,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,0.00000,,,,,
,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,0.00000,,,,,
,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,0.00000,,,,,
,02/02/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,0.00000,,,,,
791,02/03/2020 02:00:29 AM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/AUD,1.95298,200,Buy,0.0261,,,,0.00000,0.0000,0.6697,1.34490,,455.62
792,02/03/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.23910,,,,,455.38
,02/03/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02070,,,,,
,02/03/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01630,,,,,
,02/03/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.01960,,,,,
,02/03/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.03410,,,,,
,02/03/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.02740,,,,,
,02/03/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.02680,,,,,
,02/03/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.01610,,,,,
,02/03/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.04020,,,,,
,02/03/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.03790,,,,,
793,02/04/2020 08:56:57 AM,PST,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,GBP/AUD,1.92500,251,Buy,,,1.93250,,,,,,,
794,02/04/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.28920,,,,,455.09
,02/04/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02180,,,,,
,02/04/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01710,,,,,
,02/04/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.02060,,,,,
,02/04/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.03380,,,,,
,02/04/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.02710,,,,,
,02/04/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.03740,,,,,
,02/04/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,-0.02240,,,,,
,02/04/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,-0.05610,,,,,
,02/04/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,-0.05290,,,,,
795,02/05/2020 05:45:09 AM,PST,ORDER_FILL,MARKET_IF_TOUCHED_ORDER,GBP/AUD,1.92499,251,Buy,0.0391,,,,0.00000,0.0000,,0.00000,,455.09
796,02/05/2020 05:45:09 AM,PST,TAKE_PROFIT_ORDER,ON_FILL,,1.93250,,,,,,,,,,,,
797,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.39190,,,,,454.70
,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.06180,,,,,
,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.04860,,,,,
,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.05850,,,,,
,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.10340,,,,,
,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.08310,,,,,
,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 795,GBP/AUD,,,,,,,,-0.03650,,,,,
,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,0.00000,,,,,
,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 345,AUD/NZD,,,,,,,,0.00000,,,,,
,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 484,AUD/NZD,,,,,,,,0.00000,,,,,
,02/05/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 564,AUD/NZD,,,,,,,,0.00000,,,,,
798,02/06/2020 02:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,-0.24370,,,,,454.45
,02/06/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 733,EUR/CHF,,,,,,,,-0.02170,,,,,
,02/06/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 736,EUR/CHF,,,,,,,,-0.01700,,,,,
,02/06/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 773,EUR/CHF,,,,,,,,-0.02050,,,,,
,02/06/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 765,EUR/JPY,,,,,,,,-0.06550,,,,,
,02/06/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 770,EUR/JPY,,,,,,,,-0.05260,,,,,
,02/06/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 795,GBP/AUD,,,,,,,,-0.01310,,,,,
,02/06/2020 02:00:00 PM,PST,DAILY_FINANCING,TradeID: 328,AUD/NZD,,,,,,,,-0.01180,,,,,
