Ticket,Date,Timezone,Transaction,Details,Instrument,Price,Units,Direction,Spread Cost,Stop Loss,Take Profit,Trailing Stop,Financing,Commission,Conversion Rate,P/L,Amount,Balance
226,02/11/2018 09:43:28 PM,PST,ORDER_FILL,MARKET_ORDER,NZD/CHF,0.68175,9999,Buy,1.5986,,,,0.00000,0.0000,,0.00000,,10090.07
227,02/11/2018 09:43:28 PM,PST,TAKE_PROFIT_ORDER,ON_FILL,,0.68205,,,,,,,,,,,,
228,02/12/2018 07:13:17 AM,PST,MARKET_ORDER,CLIENT_ORDER,NZD/CHF,,11111,Buy,,,0.68094,,,,,,,
229,02/12/2018 07:13:17 AM,PST,ORDER_FILL,MARKET_ORDER,NZD/CHF,0.68004,11111,Buy,1.5984,,,,0.00000,0.0000,,0.00000,,10090.07
230,02/12/2018 07:13:17 AM,PST,TAKE_PROFIT_ORDER,ON_FILL,,0.68094,,,,,,,,,,,,
231,02/12/2018 08:34:07 AM,PST,MARKET_ORDER,CLIENT_ORDER,NZD/CHF,,6666,Buy,,,0.68008,,,,,,,
232,02/12/2018 08:34:07 AM,PST,ORDER_FILL,MARKET_ORDER,NZD/CHF,0.67957,6666,Buy,0.9945,,,,0.00000,0.0000,,0.00000,,10090.07
233,02/12/2018 08:34:07 AM,PST,TAKE_PROFIT_ORDER,ON_FILL,,0.68008,,,,,,,,,,,,
234,02/12/2018 09:15:31 AM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
235,02/12/2018 09:15:31 AM,PST,TAKE_PROFIT_ORDER,REPLACEMENT,,0.68053,,,,,,,,,,,,
236,02/12/2018 12:12:58 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,NZD/CHF,0.68054,6666,Sell,0.9940,,,,0.02240,0.0000,1.0649,6.88620,,10096.98
237,02/12/2018 12:19:21 PM,PST,MARKET_ORDER,TRADE_CLOSE,NZD/CHF,,11111,Sell,,,,,,,,,,
238,02/12/2018 12:19:21 PM,PST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CHF,0.68045,11111,Sell,1.5980,,,,0.05230,0.0000,1.0652,4.85280,,10101.88
239,02/12/2018 12:19:21 PM,PST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
240,02/12/2018 01:00:00 PM,PST,DAILY_FINANCING,,,,,,,,,,0.36250,,,,,10102.25
,02/12/2018 01:00:00 PM,PST,DAILY_FINANCING,TradeID: 168,NZD/CHF,,,,,,,,0.22150,,,,,
,02/12/2018 01:00:00 PM,PST,DAILY_FINANCING,TradeID: 226,NZD/CHF,,,,,,,,0.14100,,,,,
241,02/12/2018 01:53:29 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,NZD/CHF,0.68207,9999,Sell,2.2354,,,,0.00820,0.0000,1.0644,3.40580,,10105.66
242,02/12/2018 01:57:10 PM,PST,MARKET_ORDER,TRADE_CLOSE,NZD/CHF,,10000,Sell,,,,,,,,,,
243,02/12/2018 01:57:10 PM,PST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CHF,0.68213,10000,Sell,2.3424,,,,0.00880,0.0000,1.0645,0.21290,,10105.88
244,02/12/2018 01:57:10 PM,PST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
245,02/12/2018 01:58:23 PM,PST,MARKET_ORDER,CLIENT_ORDER,NZD/CHF,,5000,Sell,,,0.68195,,,,,,,
246,02/12/2018 01:58:23 PM,PST,ORDER_FILL,MARKET_ORDER,NZD/CHF,0.68214,5000,Sell,1.1445,,,,0.00000,0.0000,,0.00000,,10105.88
247,02/12/2018 01:58:23 PM,PST,TAKE_PROFIT_ORDER,ON_FILL,,0.68195,,,,,,,,,,,,
248,02/12/2018 02:42:11 PM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
249,02/12/2018 02:42:11 PM,PST,TAKE_PROFIT_ORDER,REPLACEMENT,,0.68168,,,,,,,,,,,,
250,02/12/2018 03:41:13 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,NZD/CHF,0.68167,5000,Buy,0.7990,,,,-0.03380,0.0000,1.0652,2.50340,,10108.35
251,02/12/2018 04:09:36 PM,PST,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,15000,Buy,,,150.45200,,,,,,,
252,02/12/2018 04:09:36 PM,PST,ORDER_FILL,MARKET_ORDER,GBP/JPY,150.43200,15000,Buy,2.0016,,,,0.00000,0.0000,,0.00000,,10108.35
253,02/12/2018 04:09:36 PM,PST,TAKE_PROFIT_ORDER,ON_FILL,,150.45200,,,,,,,,,,,,
254,02/12/2018 04:25:18 PM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
255,02/12/2018 04:25:18 PM,PST,TAKE_PROFIT_ORDER,REPLACEMENT,,150.49200,,,,,,,,,,,,
256,02/12/2018 04:47:08 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/JPY,150.49300,15000,Sell,1.8625,,,,-0.00530,0.0000,0.0091,8.41500,,10116.76
257,02/12/2018 05:16:57 PM,PST,MARKET_ORDER,CLIENT_ORDER,NZD/CHF,,20000,Buy,,,0.68156,,,,,,,
258,02/12/2018 05:16:57 PM,PST,ORDER_FILL,MARKET_ORDER,NZD/CHF,0.68076,20000,Buy,3.0896,,,,0.00000,0.0000,,0.00000,,10116.76
259,02/12/2018 05:16:57 PM,PST,TAKE_PROFIT_ORDER,ON_FILL,,0.68156,,,,,,,,,,,,
260,02/12/2018 05:20:15 PM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
261,02/12/2018 05:20:15 PM,PST,TAKE_PROFIT_ORDER,REPLACEMENT,,0.68107,,,,,,,,,,,,
262,02/12/2018 05:30:48 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,NZD/CHF,0.68107,20000,Sell,3.3020,,,,0.00430,0.0000,1.0650,6.60330,,10123.37
263,02/12/2018 05:41:08 PM,PST,MARKET_ORDER,CLIENT_ORDER,NZD/CHF,,15000,Sell,,,0.68101,,,,,,,
264,02/12/2018 05:41:08 PM,PST,ORDER_FILL,MARKET_ORDER,NZD/CHF,0.68121,15000,Sell,2.3971,,,,0.00000,0.0000,,0.00000,,10123.37
265,02/12/2018 05:41:08 PM,PST,TAKE_PROFIT_ORDER,ON_FILL,,0.68101,,,,,,,,,,,,
266,02/12/2018 05:50:11 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,NZD/CHF,0.68099,15000,Buy,2.1574,,,,-0.00900,0.0000,1.0652,3.51550,,10126.88
267,02/12/2018 05:52:35 PM,PST,MARKET_ORDER,CLIENT_ORDER,AUD/USD,,9999,Sell,,,0.78572,,,,,,,
268,02/12/2018 05:52:35 PM,PST,ORDER_FILL,MARKET_ORDER,AUD/USD,0.78622,9999,Sell,0.5999,,,,0.00000,0.0000,,0.00000,,10126.88
269,02/12/2018 05:52:35 PM,PST,TAKE_PROFIT_ORDER,ON_FILL,,0.78572,,,,,,,,,,,,
270,02/12/2018 07:04:20 PM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
271,02/12/2018 07:04:20 PM,PST,TAKE_PROFIT_ORDER,REPLACEMENT,,0.78588,,,,,,,,,,,,
272,02/12/2018 07:10:06 PM,PST,TRANSFER_FUNDS,,,,,,,,,,,,,,-2000.00,8126.88
273,02/12/2018 07:28:25 PM,PST,MARKET_ORDER,CLIENT_ORDER,AUD/USD,,9998,Sell,,,0.78664,,,,,,,
274,02/12/2018 07:28:25 PM,PST,ORDER_FILL,MARKET_ORDER,AUD/USD,0.78714,9998,Sell,0.6999,,,,0.00000,0.0000,,0.00000,,8126.88
275,02/12/2018 07:28:25 PM,PST,TAKE_PROFIT_ORDER,ON_FILL,,0.78664,,,,,,,,,,,,
276,02/12/2018 07:50:12 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,AUD/USD,0.78663,9998,Buy,0.6499,,,,-0.00280,0.0000,1.0000,5.09900,,8131.97
277,02/12/2018 11:19:39 PM,PST,ORDER_FILL,TAKE_PROFIT_ORDER,AUD/USD,0.78588,9999,Buy,0.6999,,,,-0.04220,0.0000,1.0000,3.39970,,8135.33
278,02/13/2018 07:12:38 AM,PST,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,NZD/CHF,0.67920,50000,Buy,,,0.68010,,,,,,,
279,02/13/2018 08:20:58 AM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
280,02/13/2018 08:20:58 AM,PST,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,NZD/CHF,0.67970,50000,Buy,,,0.68010,,,,,,,
281,02/13/2018 08:21:17 AM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
282,02/13/2018 08:21:17 AM,PST,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,NZD/CHF,0.67985,50000,Buy,,,0.68010,,,,,,,
283,02/13/2018 08:37:08 AM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
284,02/13/2018 08:37:08 AM,PST,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,NZD/CHF,0.67985,50000,Buy,,,0.67995,,,,,,,
285,02/13/2018 08:37:17 AM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
286,02/13/2018 08:37:17 AM,PST,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,NZD/CHF,0.67985,50000,Buy,,,0.67995,,,,,,,
287,02/13/2018 08:46:04 AM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
288,02/13/2018 08:46:04 AM,PST,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,NZD/CHF,0.67901,50000,Buy,,,0.67995,,,,,,,
289,02/13/2018 08:46:21 AM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
290,02/13/2018 08:46:21 AM,PST,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,NZD/CHF,0.67950,50000,Buy,,,0.67995,,,,,,,
291,02/13/2018 10:02:33 AM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
292,02/13/2018 10:02:33 AM,PST,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,NZD/CHF,0.67940,50000,Buy,,,0.68090,,,,,,,
293,02/13/2018 10:02:49 AM,PST,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
294,02/13/2018 10:02:49 AM,PST,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,NZD/CHF,0.67950,50000,Buy,,,0.68090,,,,,,,
295,02/13/2018 10:08:28 AM,PST,ORDER_FILL,MARKET_IF_TOUCHED_ORDER,NZD/CHF,0.67948,50000,Buy,8.5738,,,,0.00000,0.0000,,0.00000,,8135.33
296,02/13/2018 10:08:28 AM,PST,TAKE_PROFIT_ORDER,ON_FILL,,0.68090,,,,,,,,,,,,
297,02/13/2018 12:35:02 PM,PST,MARKET_ORDER,TRADE_CLOSE,NZD/CHF,,50000,Sell,,,,,,,,,,
298,02/13/2018 12:35:02 PM,PST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CHF,0.68038,50000,Sell,6.9530,,,,0.11320,0.0000,1.0695,48.13190,,8183.57
299,02/13/2018 12:35:02 PM,PST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
300,02/13/2018 12:35:13 PM,PST,MARKET_ORDER,CLIENT_ORDER,NZD/CHF,,1,Buy,,,,,,,,,,
