Ticket;Date;Timezone;Transaction;Details;Instrument;Price;Units;Direction;Spread;Cost;Stop;Loss;Take;Profit;Trailing;Stop;Financing;Commission;P/L;Amount;Balance
;01/26/2019;02:00:00;PM;MST;DAILY_FINANCING;TradeID:;7805;USD/CHF;;;;;;;;0.0001;;;;;
;01/26/2019;02:00:00;PM;MST;DAILY_FINANCING;TradeID:;7813;NZD/USD;;;;;;;;-0.0001;;;;;
;01/26/2019;02:00:00;PM;MST;DAILY_FINANCING;TradeID:;7821;NZD/CHF;;;;;;;;-0.0001;;;;;
7830;01/27/2019;02:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0002;;;;925.89;;
;01/27/2019;02:00:00;PM;MST;DAILY_FINANCING;TradeID:;7797;EUR/USD;;;;;;;;-0.0001;;;;;
;01/27/2019;02:00:00;PM;MST;DAILY_FINANCING;TradeID:;7805;USD/CHF;;;;;;;;0.0001;;;;;
;01/27/2019;02:00:00;PM;MST;DAILY_FINANCING;TradeID:;7813;NZD/USD;;;;;;;;-0.0001;;;;;
;01/27/2019;02:00:00;PM;MST;DAILY_FINANCING;TradeID:;7821;NZD/CHF;;;;;;;;-0.0001;;;;;
7831;01/27/2019;03:00:01;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/USD;1.13954;1;Sell;0.0005;;;;0;0;-0.0014;;925.88;;
7832;01/27/2019;03:00:01;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7833;01/27/2019;08:31:44;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;NZD/USD;0.6866;1;Buy;0.0001;;;;0;0;-0.002;;925.88;;
7834;01/27/2019;08:31:44;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7835;01/27/2019;08:32:11;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;NZD/CHF;0.68172;1;Buy;0.0002;;;;0;0;-0.0021;;925.88;;
7836;01/27/2019;08:32:11;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7837;01/27/2019;09:20:08;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/USD;;1;Buy;;;;;;;;;;;
7838;01/27/2019;09:20:08;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/USD;1.14238;1;Buy;0.0001;;;;0;0;0;;925.88;;
7839;01/27/2019;09:20:08;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.14398;;;;;;;;;;;;;
7840;01/27/2019;09:20:08;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.14078;;;;;;;;;;;;;
7841;01/27/2019;09:20:37;PM;MST;MARKET_ORDER;CLIENT_ORDER;NZD/CHF;;1;Sell;;;;;;;;;;;
7842;01/27/2019;09:20:37;PM;MST;ORDER_FILL;MARKET_ORDER;NZD/CHF;0.6811;1;Sell;0.0001;;;;0;0;0;;925.88;;
7843;01/27/2019;09:20:37;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.6795;;;;;;;;;;;;;
7844;01/27/2019;09:20:37;PM;MST;STOP_LOSS_ORDER;ON_FILL;;0.6827;;;;;;;;;;;;;
7845;01/27/2019;09:21:08;PM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CAD;;1;Buy;;;;;;;;;;;
7846;01/27/2019;09:21:08;PM;MST;ORDER_FILL;MARKET_ORDER;USD/CAD;1.32065;1;Buy;0.0001;;;;0;0;0;;925.88;;
7847;01/27/2019;09:21:08;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.32225;;;;;;;;;;;;;
7848;01/27/2019;09:21:08;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.31905;;;;;;;;;;;;;
7849;01/27/2019;09:21:36;PM;MST;MARKET_ORDER;CLIENT_ORDER;AUD/USD;;1;Buy;;;;;;;;;;;
7850;01/27/2019;09:21:36;PM;MST;ORDER_FILL;MARKET_ORDER;AUD/USD;0.72029;1;Buy;0.0001;;;;0;0;0;;925.88;;
7851;01/27/2019;09:21:36;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.72189;;;;;;;;;;;;;
7852;01/27/2019;09:21:36;PM;MST;STOP_LOSS_ORDER;ON_FILL;;0.71869;;;;;;;;;;;;;
7853;01/27/2019;09:21:58;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/AUD;;1;Sell;;;;;;;;;;;
7854;01/27/2019;09:21:58;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/AUD;1.58612;1;Sell;0.0001;;;;0;0;0;;925.88;;
7855;01/27/2019;09:21:58;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.58452;;;;;;;;;;;;;
7856;01/27/2019;09:21:58;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.58772;;;;;;;;;;;;;
7857;01/27/2019;09:22:22;PM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Sell;;;;;;;;;;;
7858;01/27/2019;09:22:22;PM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;144.377;1;Sell;0.0001;;;;0;0;0;;925.88;;
7859;01/27/2019;09:22:22;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;144.214;;;;;;;;;;;;;
7860;01/27/2019;09:22:22;PM;MST;STOP_LOSS_ORDER;ON_FILL;;144.534;;;;;;;;;;;;;
7861;01/27/2019;09:22:59;PM;MST;MARKET_ORDER;CLIENT_ORDER;CAD/JPY;;1;Buy;;;;;;;;;;;
7862;01/27/2019;09:22:59;PM;MST;ORDER_FILL;MARKET_ORDER;CAD/JPY;82.832;1;Buy;0.0001;;;;0;0;0;;925.88;;
7863;01/27/2019;09:22:59;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;82.992;;;;;;;;;;;;;
7864;01/27/2019;09:22:59;PM;MST;STOP_LOSS_ORDER;ON_FILL;;82.672;;;;;;;;;;;;;
7865;01/27/2019;09:24:10;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/JPY;;1;Buy;;;;;;;;;;;
7866;01/27/2019;09:24:10;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/JPY;124.934;1;Buy;0.0001;;;;0;0;0;;925.88;;
7867;01/27/2019;09:24:10;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;125.094;;;;;;;;;;;;;
7868;01/27/2019;09:24:10;PM;MST;STOP_LOSS_ORDER;ON_FILL;;124.774;;;;;;;;;;;;;
7869;01/27/2019;09:26:33;PM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/USD;;1;Sell;;;;;;;;;;;
7870;01/27/2019;09:26:33;PM;MST;ORDER_FILL;MARKET_ORDER;GBP/USD;1.32001;1;Sell;0.0001;;;;0;0;0;;925.88;;
7871;01/27/2019;09:26:33;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.31855;;;;;;;;;;;;;
7872;01/27/2019;09:26:33;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.32175;;;;;;;;;;;;;
7873;01/27/2019;09:27:32;PM;MST;MARKET_ORDER;CLIENT_ORDER;AUD/JPY;;1;Buy;;;;;;;;;;;
7874;01/27/2019;09:27:32;PM;MST;ORDER_FILL;MARKET_ORDER;AUD/JPY;78.785;1;Buy;0.0001;;;;0;0;0;;925.88;;
7875;01/27/2019;09:27:32;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;78.946;;;;;;;;;;;;;
7876;01/27/2019;09:27:32;PM;MST;STOP_LOSS_ORDER;ON_FILL;;78.626;;;;;;;;;;;;;
7877;01/27/2019;09:28:57;PM;MST;MARKET_ORDER;CLIENT_ORDER;USD/JPY;;1;Buy;;;;;;;;;;;
7878;01/27/2019;09:28:57;PM;MST;ORDER_FILL;MARKET_ORDER;USD/JPY;109.378;1;Buy;0.0001;;;;0;0;0;;925.88;;
7879;01/27/2019;09:28:57;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;109.538;;;;;;;;;;;;;
7880;01/27/2019;09:28:57;PM;MST;STOP_LOSS_ORDER;ON_FILL;;109.218;;;;;;;;;;;;;
7881;01/27/2019;10:48:13;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/JPY;124.773;1;Sell;0.0001;;;;0;0;-0.0015;;925.88;;
7882;01/27/2019;10:48:13;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7883;01/27/2019;10:48:47;PM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;GBP/JPY;144.213;1;Buy;0.0001;;;;0;0;0.0015;;925.88;;
7884;01/27/2019;10:48:47;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7885;01/27/2019;10:50:23;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;AUD/JPY;78.625;1;Sell;0.0001;;;;0;0;-0.0015;;925.88;;
7886;01/27/2019;10:50:23;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7887;01/27/2019;10:54:59;PM;MST;MARKET_ORDER;CLIENT_ORDER;AUD/JPY;;1;Sell;;;;;;;;;;;
7888;01/27/2019;10:54:59;PM;MST;ORDER_FILL;MARKET_ORDER;AUD/JPY;78.595;1;Sell;0.0001;;;;0;0;0;;925.88;;
7889;01/27/2019;10:54:59;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;78.435;;;;;;;;;;;;;
7890;01/27/2019;10:54:59;PM;MST;STOP_LOSS_ORDER;ON_FILL;;78.755;;;;;;;;;;;;;
7891;01/27/2019;10:58:43;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/AUD;1.58772;1;Buy;0.0001;;;;0;0;-0.0012;;925.88;;
7892;01/27/2019;10:58:43;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7893;01/27/2019;11:05:16;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/AUD;;1;Buy;;;;;;;;;;;
7894;01/27/2019;11:05:16;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/AUD;1.58656;1;Buy;0.0001;;;;0;0;0;;925.88;;
7895;01/27/2019;11:05:16;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.58816;;;;;;;;;;;;;
7896;01/27/2019;11:05:16;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.58496;;;;;;;;;;;;;
7897;01/27/2019;11:13:38;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/USD;1.14076;1;Sell;0.0001;;;;0;0;-0.0016;;925.88;;
7898;01/27/2019;11:13:38;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7899;01/27/2019;11:44:30;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;AUD/USD;0.71869;1;Sell;0.0001;;;;0;0;-0.0016;;925.87;;
7900;01/27/2019;11:44:30;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7901;01/27/2019;11:45:38;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;CAD/JPY;82.672;1;Sell;0.0001;;;;0;0;-0.0015;;925.87;;
7902;01/27/2019;11:45:38;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7903;01/27/2019;11:49:39;PM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;GBP/USD;1.31852;1;Buy;0.0001;;;;0;0;0.0015;;925.87;;
7904;01/27/2019;11:49:39;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7905;01/28/2019;12:02:09;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;USD/CAD;1.32226;1;Sell;0.0001;;;;0;0;0.0012;;925.88;;
7906;01/28/2019;12:02:09;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7907;01/28/2019;02:20:56;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;NZD/CHF;0.6795;1;Buy;0.0002;;;;0;0;0.0016;;925.88;;
7908;01/28/2019;02:20:56;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7909;01/28/2019;03:02:38;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;EUR/AUD;1.58817;1;Sell;0.0001;;;;0;0;0.0012;;925.88;;
7910;01/28/2019;03:02:38;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7911;01/28/2019;07:05:22;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;AUD/JPY;78.435;1;Buy;0.0001;;;;0;0;0.0015;;925.88;;
7912;01/28/2019;07:05:22;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7913;01/28/2019;07:50:06;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;USD/JPY;109.218;1;Sell;0.0001;;;;0;0;-0.0015;;925.88;;
7914;01/28/2019;07:50:06;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7915;01/28/2019;08:19:58;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;USD/CHF;0.99091;1;Sell;0.0001;;;;0;0;-0.002;;925.88;;
7916;01/28/2019;08:19:58;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7917;01/28/2019;08:48:13;PM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Buy;;;;;;;;;;;
7918;01/28/2019;08:48:13;PM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;143.628;1;Buy;0.0001;;;;0;0;0;;925.88;;
7919;01/28/2019;08:48:13;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;143.788;;;;;;;;;;;;;
7920;01/28/2019;08:48:13;PM;MST;STOP_LOSS_ORDER;ON_FILL;;143.468;;;;;;;;;;;;;
7921;01/28/2019;08:48:40;PM;MST;MARKET_ORDER;CLIENT_ORDER;CAD/JPY;;1;Buy;;;;;;;;;;;
7922;01/28/2019;08:48:40;PM;MST;ORDER_FILL;MARKET_ORDER;CAD/JPY;82.356;1;Buy;0.0001;;;;0;0;0;;925.88;;
7923;01/28/2019;08:48:40;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;82.516;;;;;;;;;;;;;
7924;01/28/2019;08:48:40;PM;MST;STOP_LOSS_ORDER;ON_FILL;;82.196;;;;;;;;;;;;;
7925;01/28/2019;08:49:03;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/USD;;1;Sell;;;;;;;;;;;
7926;01/28/2019;08:49:03;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/USD;1.14294;1;Sell;0.0001;;;;0;0;0;;925.88;;
7927;01/28/2019;08:49:03;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.14134;;;;;;;;;;;;;
7928;01/28/2019;08:49:03;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.14454;;;;;;;;;;;;;
7929;01/28/2019;08:49:25;PM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CAD;;1;Buy;;;;;;;;;;;
7930;01/28/2019;08:49:25;PM;MST;ORDER_FILL;MARKET_ORDER;USD/CAD;1.32661;1;Buy;0.0001;;;;0;0;0;;925.88;;
7931;01/28/2019;08:49:25;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.32821;;;;;;;;;;;;;
7932;01/28/2019;08:49:25;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.32501;;;;;;;;;;;;;
7933;01/28/2019;08:49:54;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/AUD;;1;Buy;;;;;;;;;;;
7934;01/28/2019;08:49:54;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/AUD;1.59637;1;Buy;0.0001;;;;0;0;0;;925.88;;
7935;01/28/2019;08:49:54;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.59797;;;;;;;;;;;;;
7936;01/28/2019;08:49:54;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.59477;;;;;;;;;;;;;
7937;01/28/2019;08:50:14;PM;MST;MARKET_ORDER;CLIENT_ORDER;NZD/CHF;;1;Buy;;;;;;;;;;;
7938;01/28/2019;08:50:14;PM;MST;ORDER_FILL;MARKET_ORDER;NZD/CHF;0.67852;1;Buy;0.0001;;;;0;0;0;;925.88;;
7939;01/28/2019;08:50:14;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.68012;;;;;;;;;;;;;
7940;01/28/2019;08:50:14;PM;MST;STOP_LOSS_ORDER;ON_FILL;;0.67692;;;;;;;;;;;;;
7941;01/28/2019;08:51:04;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/JPY;;1;Sell;;;;;;;;;;;
7942;01/28/2019;08:51:04;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/JPY;124.833;1;Sell;0.0001;;;;0;0;0;;925.88;;
7943;01/28/2019;08:51:04;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;124.673;;;;;;;;;;;;;
7944;01/28/2019;08:51:04;PM;MST;STOP_LOSS_ORDER;ON_FILL;;124.993;;;;;;;;;;;;;
7945;01/28/2019;08:51:43;PM;MST;MARKET_ORDER;CLIENT_ORDER;AUD/JPY;;1;Sell;;;;;;;;;;;
7946;01/28/2019;08:51:43;PM;MST;ORDER_FILL;MARKET_ORDER;AUD/JPY;78.199;1;Sell;0.0001;;;;0;0;0;;925.88;;
7947;01/28/2019;08:51:43;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;78.039;;;;;;;;;;;;;
7948;01/28/2019;08:51:43;PM;MST;STOP_LOSS_ORDER;ON_FILL;;78.359;;;;;;;;;;;;;
7949;01/28/2019;09:36:06;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/AUD;1.59477;1;Sell;0.0001;;;;0;0;-0.0011;;925.87;;
7950;01/28/2019;09:36:06;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7951;01/28/2019;09:49:59;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;AUD/JPY;78.361;1;Buy;0.0001;;;;0;0;-0.0015;;925.87;;
7952;01/28/2019;09:49:59;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7953;01/28/2019;10:36:29;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/JPY;124.994;1;Buy;0.0001;;;;0;0;-0.0015;;925.87;;
7954;01/28/2019;10:36:29;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7955;01/28/2019;10:52:47;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;USD/CAD;1.32501;1;Sell;0.0001;;;;0;0;-0.0012;;925.87;;
7956;01/28/2019;10:52:47;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7957;01/28/2019;11:01:00;PM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;GBP/JPY;143.79;1;Sell;0.0001;;;;0;0;0.0015;;925.87;;
7958;01/28/2019;11:01:00;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7959;01/29/2019;01:09:04;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/USD;1.14454;1;Buy;0.0001;;;;0;0;-0.0016;;925.87;;
7960;01/29/2019;01:09:04;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7961;01/29/2019;01:09:29;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;NZD/CHF;0.68016;1;Sell;0.0001;;;;0;0;0.0017;;925.87;;
7962;01/29/2019;01:09:29;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7963;01/29/2019;01:12:20;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Sell;;;;;;;;;;;
7964;01/29/2019;01:12:20;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;143.521;1;Sell;0.0001;;;;0;0;0;;925.87;;
7965;01/29/2019;01:12:20;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;143.37;;;;;;;;;;;;;
7966;01/29/2019;01:12:20;AM;MST;STOP_LOSS_ORDER;ON_FILL;;143.69;;;;;;;;;;;;;
7967;01/29/2019;01:12:55;AM;MST;MARKET_ORDER;CLIENT_ORDER;USD/JPY;;1;Sell;;;;;;;;;;;
7968;01/29/2019;01:12:55;AM;MST;ORDER_FILL;MARKET_ORDER;USD/JPY;109.213;1;Sell;0.0001;;;;0;0;0;;925.87;;
7969;01/29/2019;01:12:55;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;109.058;;;;;;;;;;;;;
7970;01/29/2019;01:12:55;AM;MST;STOP_LOSS_ORDER;ON_FILL;;109.378;;;;;;;;;;;;;
7971;01/29/2019;01:13:19;AM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CAD;;1;Buy;;;;;;;;;;;
7972;01/29/2019;01:13:19;AM;MST;ORDER_FILL;MARKET_ORDER;USD/CAD;1.32669;1;Buy;0.0001;;;;0;0;0;;925.87;;
7973;01/29/2019;01:13:19;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.32829;;;;;;;;;;;;;
7974;01/29/2019;01:13:19;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.32509;;;;;;;;;;;;;
7975;01/29/2019;01:13:42;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/AUD;;1;Buy;;;;;;;;;;;
7976;01/29/2019;01:13:42;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/AUD;1.59663;1;Buy;0.0001;;;;0;0;0;;925.87;;
7977;01/29/2019;01:13:42;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.59827;;;;;;;;;;;;;
7978;01/29/2019;01:13:42;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.59507;;;;;;;;;;;;;
7979;01/29/2019;01:14:03;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/USD;;1;Sell;;;;;;;;;;;
7980;01/29/2019;01:14:03;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/USD;1.14402;1;Sell;0.0001;;;;0;0;0;;925.87;;
7981;01/29/2019;01:14:03;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.14242;;;;;;;;;;;;;
7982;01/29/2019;01:14:03;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.14562;;;;;;;;;;;;;
7983;01/29/2019;01:31:22;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;GBP/JPY;143.69;1;Buy;0.0001;;;;0;0;-0.0015;;925.87;;
7984;01/29/2019;01:31:22;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7985;01/29/2019;01:52:08;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/AUD;1.59507;1;Sell;0.0001;;;;0;0;-0.0011;;925.87;;
7986;01/29/2019;01:52:08;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7987;01/29/2019;02:04:23;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;USD/JPY;109.379;1;Buy;0.0001;;;;0;0;-0.0015;;925.87;;
7988;01/29/2019;02:04:23;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7989;01/29/2019;02:19:16;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;CAD/JPY;82.516;1;Sell;0.0001;;;;0;0;0.0015;;925.87;;
7990;01/29/2019;02:19:16;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
7991;01/29/2019;03:04:34;AM;MST;MARKET_ORDER;CLIENT_ORDER;CAD/JPY;;1;Sell;;;;;;;;;;;
7992;01/29/2019;03:04:34;AM;MST;ORDER_FILL;MARKET_ORDER;CAD/JPY;82.531;1;Sell;0.0001;;;;0;0;0;;925.87;;
7993;01/29/2019;03:04:34;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;82.371;;;;;;;;;;;;;
7994;01/29/2019;03:04:34;AM;MST;STOP_LOSS_ORDER;ON_FILL;;82.691;;;;;;;;;;;;;
7995;01/29/2019;03:04:54;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Sell;;;;;;;;;;;
7996;01/29/2019;03:04:54;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;143.994;1;Sell;0.0001;;;;0;0;0;;925.87;;
7997;01/29/2019;03:04:54;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;143.834;;;;;;;;;;;;;
7998;01/29/2019;03:04:54;AM;MST;STOP_LOSS_ORDER;ON_FILL;;144.154;;;;;;;;;;;;;
7999;01/29/2019;03:05:22;AM;MST;MARKET_ORDER;CLIENT_ORDER;NZD/CHF;;1;Buy;;;;;;;;;;;
8000;01/29/2019;03:05:22;AM;MST;ORDER_FILL;MARKET_ORDER;NZD/CHF;0.67953;1;Buy;0.0001;;;;0;0;0;;925.87;;
8001;01/29/2019;03:05:22;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.68113;;;;;;;;;;;;;
8002;01/29/2019;03:05:22;AM;MST;STOP_LOSS_ORDER;ON_FILL;;0.67793;;;;;;;;;;;;;
8003;01/29/2019;03:05:54;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/AUD;;1;Sell;;;;;;;;;;;
8004;01/29/2019;03:05:54;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/AUD;1.59621;1;Sell;0.0001;;;;0;0;0;;925.87;;
8005;01/29/2019;03:05:54;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.59461;;;;;;;;;;;;;
8006;01/29/2019;03:05:54;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.59781;;;;;;;;;;;;;
8007;01/29/2019;03:06:49;AM;MST;MARKET_ORDER;CLIENT_ORDER;AUD/USD;;1;Buy;;;;;;;;;;;
8008;01/29/2019;03:06:49;AM;MST;ORDER_FILL;MARKET_ORDER;AUD/USD;0.71687;1;Buy;0.0001;;;;0;0;0;;925.87;;
8009;01/29/2019;03:06:49;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.71841;;;;;;;;;;;;;
8010;01/29/2019;03:06:49;AM;MST;STOP_LOSS_ORDER;ON_FILL;;0.71521;;;;;;;;;;;;;
8011;01/29/2019;03:07:33;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/JPY;;1;Sell;;;;;;;;;;;
8012;01/29/2019;03:07:33;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/JPY;125.173;1;Sell;0.0001;;;;0;0;0;;925.87;;
8013;01/29/2019;03:07:33;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;125.013;;;;;;;;;;;;;
8014;01/29/2019;03:07:33;AM;MST;STOP_LOSS_ORDER;ON_FILL;;125.333;;;;;;;;;;;;;
8015;01/29/2019;03:08:07;AM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CHF;;1;Sell;;;;;;;;;;;
8016;01/29/2019;03:08:07;AM;MST;ORDER_FILL;MARKET_ORDER;USD/CHF;0.9917;1;Sell;0.0001;;;;0;0;0;;925.87;;
8017;01/29/2019;03:08:07;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.99017;;;;;;;;;;;;;
8018;01/29/2019;03:08:07;AM;MST;STOP_LOSS_ORDER;ON_FILL;;0.99337;;;;;;;;;;;;;
8019;01/29/2019;03:09:39;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/USD;;1;Sell;;;;;;;;;;;
