Ticket;Date;Timezone;Transaction;Details;Instrument;Price;Units;Direction;Spread;Cost;Stop;Loss;Take;Profit;Trailing;Stop;Financing;Commission;P/L;Amount;Balance
8382;03/25/2019;01:12:14;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;145.447;;;;;;;;;;;;;
8383;03/25/2019;01:12:14;AM;MST;STOP_LOSS_ORDER;ON_FILL;;144.997;;;;;;;;;;;;;
8384;03/25/2019;01:16:36;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/USD;;1;Buy;;;;;;;;;;;
8385;03/25/2019;01:16:36;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/USD;1.13005;1;Buy;0.0001;;;;0;0;0.0002;;25.84;;
8386;03/25/2019;01:16:36;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8387;03/25/2019;01:16:36;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8388;03/25/2019;01:25:44;AM;MST;MARKET_ORDER;CLIENT_ORDER;AUD/NZD;;1;Buy;;;;;;;;;;;
8389;03/25/2019;01:25:44;AM;MST;ORDER_FILL;MARKET_ORDER;AUD/NZD;1.03059;1;Buy;0.0001;;;;0;0;0;;25.84;;
8390;03/25/2019;01:25:44;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.03308;;;;;;;;;;;;;
8391;03/25/2019;01:25:44;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.02858;;;;;;;;;;;;;
8392;03/25/2019;01:59:06;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;GBP/JPY;145.447;1;Sell;0.0001;;;;0;0;0.0023;;25.84;;
8393;03/25/2019;01:59:06;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8394;03/25/2019;05:12:21;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;USD/CHF;0.99269;1;Sell;0.0001;;;;0;0;-0.002;;25.84;;
8395;03/25/2019;05:12:21;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8396;03/25/2019;06:30:35;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;USD/CAD;1.34376;1;Buy;0.0001;;;;0;0;-0.0015;;25.84;;
8397;03/25/2019;06:30:35;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8398;03/25/2019;06:55:25;AM;MST;MARKET_ORDER;CLIENT_ORDER;NZD/USD;;1;Buy;;;;;;;;;;;
8399;03/25/2019;06:55:25;AM;MST;ORDER_FILL;MARKET_ORDER;NZD/USD;0.68958;1;Buy;0.0001;;;;0;0;0;;25.84;;
8400;03/25/2019;06:55:25;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.69211;;;;;;;;;;;;;
8401;03/25/2019;06:55:25;AM;MST;STOP_LOSS_ORDER;ON_FILL;;0.68761;;;;;;;;;;;;;
8402;03/25/2019;06:55:59;AM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CAD;;1;Buy;;;;;;;;;;;
8403;03/25/2019;06:55:59;AM;MST;ORDER_FILL;MARKET_ORDER;USD/CAD;1.3436;1;Buy;0.0001;;;;0;0;0;;25.84;;
8404;03/25/2019;06:55:59;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.34612;;;;;;;;;;;;;
8405;03/25/2019;06:55:59;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.34162;;;;;;;;;;;;;
8406;03/25/2019;06:59:10;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/USD;;1;Buy;;;;;;;;;;;
8407;03/25/2019;06:59:10;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/USD;1.13177;1;Buy;0.0001;;;;0;0;0;;25.84;;
8408;03/25/2019;06:59:10;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.13431;;;;;;;;;;;;;
8409;03/25/2019;06:59:10;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.12981;;;;;;;;;;;;;
8410;03/25/2019;08:08:23;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;USD/CAD;1.34162;1;Sell;0.0001;;;;0;0;-0.0015;;25.84;;
8411;03/25/2019;08:08:23;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8412;03/25/2019;08:54:13;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;AUD/NZD;1.02858;1;Sell;0.0001;;;;0;0;-0.0014;;25.84;;
8413;03/25/2019;08:54:13;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8414;03/25/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0001;;;;25.84;;
;03/25/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8407;EUR/USD;;;;;;;;0;;;;;
;03/25/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8399;NZD/USD;;;;;;;;0;;;;;
;03/25/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8342;NZD/CHF;;;;;;;;-0.0001;;;;;
8415;03/25/2019;06:06:44;PM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;NZD/USD;0.69212;1;Sell;0.0001;;;;0;0;0.0025;;25.84;;
8416;03/25/2019;06:06:44;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8417;03/26/2019;04:25:55;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Buy;;;;;;;;;;;
8418;03/26/2019;04:25:55;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;146.057;1;Buy;0.0001;;;;0;0;0;;25.84;;
8419;03/26/2019;04:25:55;AM;MST;STOP_LOSS_ORDER;ON_FILL;;145.902;;;;;;;;;;;;;
8420;03/26/2019;04:25:55;AM;MST;TRAILING_STOP_LOSS_ORDER;ON_FILL;;;;;;;;;;;;;;;
8421;03/26/2019;04:30:36;AM;MST;ORDER_FILL;TRAILING_STOP_LOSS_ORDER;GBP/JPY;146.08;1;Sell;0.0001;;;;0;0;0.0002;;25.84;;
8422;03/26/2019;04:30:36;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8423;03/26/2019;05:25:49;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/USD;1.12981;1;Sell;0.0001;;;;-0.0001;0;-0.002;;25.84;;
8424;03/26/2019;05:25:49;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8425;03/26/2019;06:17:06;AM;MST;MARKET_ORDER;CLIENT_ORDER;CAD/JPY;;1;Buy;;;;;;;;;;;
8426;03/26/2019;06:17:06;AM;MST;ORDER_FILL;MARKET_ORDER;CAD/JPY;82.437;1;Buy;0.0001;;;;0;0;0;;25.84;;
8427;03/26/2019;06:17:06;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;82.636;;;;;;;;;;;;;
8428;03/26/2019;06:17:06;AM;MST;STOP_LOSS_ORDER;ON_FILL;;82.286;;;;;;;;;;;;;
8429;03/26/2019;06:18:10;AM;MST;ORDER_CANCEL;CLIENT_REQUEST_REPLACED;;;;;;;;;;;;;;;
8430;03/26/2019;06:18:10;AM;MST;STOP_LOSS_ORDER;REPLACEMENT;;82.314;;;;;;;;;;;;;
8431;03/26/2019;06:27:12;AM;MST;MARKET_ORDER;CLIENT_ORDER;AUD/JPY;;1;Buy;;;;;;;;;;;
8432;03/26/2019;06:27:12;AM;MST;ORDER_FILL;MARKET_ORDER;AUD/JPY;78.804;1;Buy;0.0001;;;;0;0;0;;25.84;;
8433;03/26/2019;06:27:12;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;78.954;;;;;;;;;;;;;
8434;03/26/2019;06:27:12;AM;MST;STOP_LOSS_ORDER;ON_FILL;;78.704;;;;;;;;;;;;;
8435;03/26/2019;06:27:39;AM;MST;ORDER_CANCEL;CLIENT_REQUEST_REPLACED;;;;;;;;;;;;;;;
8436;03/26/2019;06:27:39;AM;MST;STOP_LOSS_ORDER;REPLACEMENT;;78.722;;;;;;;;;;;;;
8437;03/26/2019;06:38:49;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/AUD;;1;Sell;;;;;;;;;;;
8438;03/26/2019;06:38:49;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/AUD;1.58236;1;Sell;0.0001;;;;0;0;0;;25.84;;
8439;03/26/2019;06:38:49;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.58076;;;;;;;;;;;;;
8440;03/26/2019;06:38:49;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.58356;;;;;;;;;;;;;
8441;03/26/2019;06:40:44;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Buy;;;;;;;;;;;
8442;03/26/2019;06:40:44;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;146.211;1;Buy;0.0001;;;;0;0;0;;25.84;;
8443;03/26/2019;06:40:44;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;146.371;;;;;;;;;;;;;
8444;03/26/2019;06:40:44;AM;MST;STOP_LOSS_ORDER;ON_FILL;;146.091;;;;;;;;;;;;;
8445;03/26/2019;06:45:52;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;CAD/JPY;82.638;1;Sell;0.0001;;;;0;0;0.0018;;25.84;;
8446;03/26/2019;06:45:52;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8447;03/26/2019;06:50:27;AM;MST;MARKET_ORDER;CLIENT_ORDER;CAD/JPY;;1;Buy;;;;;;;;;;;
8448;03/26/2019;06:50:27;AM;MST;ORDER_FILL;MARKET_ORDER;CAD/JPY;82.632;1;Buy;0.0001;;;;0;0;0;;25.84;;
8449;03/26/2019;06:50:27;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;82.754;;;;;;;;;;;;;
8450;03/26/2019;06:50:27;AM;MST;STOP_LOSS_ORDER;ON_FILL;;82.534;;;;;;;;;;;;;
8451;03/26/2019;06:58:12;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;GBP/JPY;146.371;1;Sell;0.0001;;;;0;0;0.0014;;25.84;;
8452;03/26/2019;06:58:12;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8453;03/26/2019;07:15:57;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/AUD;1.58357;1;Buy;0.0001;;;;0;0;-0.0009;;25.84;;
8454;03/26/2019;07:15:57;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8455;03/26/2019;07:31:46;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;CAD/JPY;82.533;1;Sell;0.0001;;;;0;0;-0.0009;;25.84;;
8456;03/26/2019;07:31:46;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8457;03/26/2019;08:01:18;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;AUD/JPY;78.955;1;Sell;0.0001;;;;0;0;0.0014;;25.84;;
8458;03/26/2019;08:01:18;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8459;03/26/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0001;;;;25.84;;
;03/26/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8342;NZD/CHF;;;;;;;;-0.0001;;;;;
8460;03/26/2019;07:26:08;PM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;NZD/CHF;0.67665;1;Buy;0.0001;;;;0;0;0.0075;;25.85;;
8461;03/26/2019;07:26:08;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8462;03/26/2019;11:09:50;PM;MST;MARKET_ORDER;CLIENT_ORDER;NZD/USD;;1;Buy;;;;;;;;;;;
8463;03/26/2019;11:09:50;PM;MST;ORDER_FILL;MARKET_ORDER;NZD/USD;0.68046;1;Buy;0.0001;;;;0;0;0;;25.85;;
8464;03/26/2019;11:09:50;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.68193;;;;;;;;;;;;;
8465;03/26/2019;11:09:50;PM;MST;STOP_LOSS_ORDER;ON_FILL;;0.67943;;;;;;;;;;;;;
8466;03/26/2019;11:15:25;PM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Buy;;;;;;;;;;;
8467;03/26/2019;11:15:25;PM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;145.83;1;Buy;0.0001;;;;0;0;0;;25.85;;
8468;03/26/2019;11:15:25;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;145.978;;;;;;;;;;;;;
8469;03/26/2019;11:15:25;PM;MST;STOP_LOSS_ORDER;ON_FILL;;145.758;;;;;;;;;;;;;
8470;03/26/2019;11:17:26;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/JPY;;1;Buy;;;;;;;;;;;
8471;03/26/2019;11:17:26;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/JPY;124.532;1;Buy;0.0001;;;;0;0;0;;25.85;;
8472;03/26/2019;11:17:26;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;124.692;;;;;;;;;;;;;
8473;03/26/2019;11:17:26;PM;MST;STOP_LOSS_ORDER;ON_FILL;;124.472;;;;;;;;;;;;;
8474;03/26/2019;11:19:14;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/AUD;;1;Buy;;;;;;;;;;;
8475;03/26/2019;11:19:14;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/AUD;1.58492;1;Buy;0.0001;;;;0;0;0;;25.85;;
8476;03/26/2019;11:19:14;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.58642;;;;;;;;;;;;;
8477;03/26/2019;11:19:14;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.58412;;;;;;;;;;;;;
8478;03/26/2019;11:28:48;PM;MST;MARKET_ORDER;CLIENT_ORDER;AUD/USD;;1;Buy;;;;;;;;;;;
8479;03/26/2019;11:28:48;PM;MST;ORDER_FILL;MARKET_ORDER;AUD/USD;0.71054;1;Buy;0.0001;;;;0;0;0;;25.85;;
8480;03/26/2019;11:28:48;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.71217;;;;;;;;;;;;;
8481;03/26/2019;11:28:48;PM;MST;STOP_LOSS_ORDER;ON_FILL;;0.70977;;;;;;;;;;;;;
8482;03/26/2019;11:45:52;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/JPY;124.472;1;Sell;0.0001;;;;0;0;-0.0005;;25.85;;
8483;03/26/2019;11:45:52;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8484;03/26/2019;11:52:29;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;GBP/JPY;145.756;1;Sell;0.0001;;;;0;0;-0.0007;;25.85;;
8485;03/26/2019;11:52:29;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8486;03/27/2019;12:15:52;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;AUD/USD;0.70977;1;Sell;0.0001;;;;0;0;-0.0008;;25.84;;
8487;03/27/2019;12:15:52;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8488;03/27/2019;12:16:42;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/USD;;1;Sell;;;;;;;;;;;
8489;03/27/2019;12:16:42;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/USD;1.12562;1;Sell;0.0001;;;;0;0;0;;25.84;;
8490;03/27/2019;12:16:42;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.12463;;;;;;;;;;;;;
8491;03/27/2019;12:16:42;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.12623;;;;;;;;;;;;;
8492;03/27/2019;01:03:27;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;EUR/AUD;1.58646;1;Sell;0.0001;;;;0;0;0.0011;;25.85;;
8493;03/27/2019;01:03:27;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8494;03/27/2019;01:05:08;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/USD;1.12623;1;Buy;0.0001;;;;0;0;-0.0006;;25.85;;
8495;03/27/2019;01:05:08;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8496;03/27/2019;01:29:18;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;NZD/USD;0.67943;1;Sell;0.0001;;;;0;0;-0.001;;25.84;;
8497;03/27/2019;01:29:18;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8498;03/29/2019;05:13:20;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Buy;;;;;;;;;;;
8499;03/29/2019;05:13:20;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;145.101;1;Buy;0.0001;;;;0;0;0;;25.84;;
8500;03/29/2019;05:13:20;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;145.264;;;;;;;;;;;;;
8501;03/29/2019;05:13:20;AM;MST;STOP_LOSS_ORDER;ON_FILL;;145.024;;;;;;;;;;;;;
8502;03/29/2019;05:14:04;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/USD;;1;Buy;;;;;;;;;;;
8503;03/29/2019;05:14:04;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/USD;1.3097;1;Buy;0.0001;;;;0;0;0;;25.84;;
8504;03/29/2019;05:14:04;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.3113;;;;;;;;;;;;;
8505;03/29/2019;05:14:04;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.3089;;;;;;;;;;;;;
8506;03/29/2019;05:14:41;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;GBP/JPY;145.024;1;Sell;0.0001;;;;0;0;-0.0007;;25.84;;
8507;03/29/2019;05:14:41;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8508;03/29/2019;05:15:14;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;GBP/USD;1.3089;1;Sell;0.0001;;;;0;0;-0.0008;;25.84;;
8509;03/29/2019;05:15:14;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8510;03/29/2019;05:15:45;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Buy;;;;;;;;;;;
8511;03/29/2019;05:15:45;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;145.034;1;Buy;0.0001;;;;0;0;0;;25.84;;
8512;03/29/2019;05:15:45;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;145.184;;;;;;;;;;;;;
8513;03/29/2019;05:15:45;AM;MST;STOP_LOSS_ORDER;ON_FILL;;144.884;;;;;;;;;;;;;
8514;03/29/2019;05:42:20;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;GBP/JPY;145.185;1;Sell;0.0001;;;;0;0;0.0014;;25.84;;
8515;03/29/2019;05:42:20;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8516;03/29/2019;06:16:11;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Buy;;;;;;;;;;;
8517;03/29/2019;06:16:11;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;145.008;1;Buy;0.0001;;;;0;0;0;;25.84;;
8518;03/29/2019;06:16:11;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;145.158;;;;;;;;;;;;;
8519;03/29/2019;06:16:11;AM;MST;STOP_LOSS_ORDER;ON_FILL;;144.888;;;;;;;;;;;;;
8520;03/29/2019;06:17:36;AM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CAD;;1;Buy;;;;;;;;;;;
8521;03/29/2019;06:17:36;AM;MST;ORDER_FILL;MARKET_ORDER;USD/CAD;1.33522;1;Buy;0.0001;;;;0;0;0;;25.84;;
8522;03/29/2019;06:17:36;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.33672;;;;;;;;;;;;;
8523;03/29/2019;06:17:36;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.33402;;;;;;;;;;;;;
8524;03/29/2019;06:20:58;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;GBP/JPY;144.888;1;Sell;0.0001;;;;0;0;-0.0011;;25.84;;
8525;03/29/2019;06:20:58;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8526;03/29/2019;06:50:20;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;USD/CAD;1.33672;1;Sell;0.0001;;;;0;0;0.0011;;25.84;;
8527;03/29/2019;06:50:20;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8528;03/29/2019;07:05:43;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/USD;;1;Buy;;;;;;;;;;;
8529;03/29/2019;07:05:43;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/USD;1.12332;1;Buy;0.0001;;;;0;0;0;;25.84;;
8530;03/29/2019;07:05:43;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.12451;;;;;;;;;;;;;
8531;03/29/2019;07:05:43;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.12251;;;;;;;;;;;;;
8532;03/29/2019;07:06:47;AM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CAD;;1;Sell;;;;;;;;;;;
8533;03/29/2019;07:06:47;AM;MST;ORDER_FILL;MARKET_ORDER;USD/CAD;1.33567;1;Sell;0.0001;;;;0;0;0;;25.84;;
8534;03/29/2019;07:06:47;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.33454;;;;;;;;;;;;;
8535;03/29/2019;07:06:47;AM;MST;STOP_LOSS_ORDER;ON_FILL;;1.33654;;;;;;;;;;;;;
8536;03/29/2019;07:18:08;AM;MST;MARKET_ORDER;CLIENT_ORDER;AUD/CAD;;1;Buy;;;;;;;;;;;
8537;03/29/2019;07:18:08;AM;MST;ORDER_FILL;MARKET_ORDER;AUD/CAD;0.94751;1;Buy;0.0001;;;;0;0;0;;25.84;;
8538;03/29/2019;07:18:08;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.94871;;;;;;;;;;;;;
8539;03/29/2019;07:18:08;AM;MST;STOP_LOSS_ORDER;ON_FILL;;0.94671;;;;;;;;;;;;;
8540;03/29/2019;07:44:26;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;EUR/USD;1.12251;1;Sell;0.0001;;;;0;0;-0.0008;;25.84;;
8541;03/29/2019;07:44:26;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8542;03/29/2019;07:44:36;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;USD/CAD;1.33655;1;Buy;0.0001;;;;0;0;-0.0007;;25.84;;
8543;03/29/2019;07:44:36;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8544;03/29/2019;07:53:15;AM;MST;ORDER_FILL;STOP_LOSS_ORDER;AUD/CAD;0.94671;1;Sell;0.0001;;;;0;0;-0.0006;;25.84;;
8545;03/29/2019;07:53:15;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8546;04/14/2019;11:40:47;PM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Buy;;;;;;;;;;;
8547;04/14/2019;11:40:47;PM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;146.541;1;Buy;0.0001;;;;0;0;0;;25.84;;
8548;04/14/2019;11:40:47;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;146.691;;;;;;;;;;;;;
8549;04/14/2019;11:40:47;PM;MST;STOP_LOSS_ORDER;ON_FILL;;146.441;;;;;;;;;;;;;
8550;04/14/2019;11:41:44;PM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/USD;;1;Buy;;;;;;;;;;;
8551;04/14/2019;11:41:44;PM;MST;ORDER_FILL;MARKET_ORDER;GBP/USD;1.309;1;Buy;0.0001;;;;0;0;0;;25.84;;
8552;04/14/2019;11:41:44;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.3105;;;;;;;;;;;;;
8553;04/14/2019;11:41:44;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.308;;;;;;;;;;;;;
8554;04/14/2019;11:42:11;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;GBP/JPY;146.441;1;Sell;0.0001;;;;0;0;-0.0009;;25.84;;
8555;04/14/2019;11:42:11;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8556;04/14/2019;11:43:56;PM;MST;MARKET_ORDER;CLIENT_ORDER;NZD/USD;;1;Sell;;;;;;;;;;;
8557;04/14/2019;11:43:56;PM;MST;ORDER_FILL;MARKET_ORDER;NZD/USD;0.67694;1;Sell;0.0001;;;;0;0;0;;25.84;;
8558;04/14/2019;11:43:56;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;0.67544;;;;;;;;;;;;;
8559;04/14/2019;11:43:56;PM;MST;STOP_LOSS_ORDER;ON_FILL;;0.67794;;;;;;;;;;;;;
8560;04/14/2019;11:44:32;PM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CHF;;1;Sell;;;;;;;;;;;
8561;04/14/2019;11:44:32;PM;MST;ORDER_FILL;MARKET_ORDER;USD/CHF;1.00157;1;Sell;0.0001;;;;0;0;0;;25.84;;
8562;04/14/2019;11:44:32;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.00007;;;;;;;;;;;;;
8563;04/14/2019;11:44:32;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.00257;;;;;;;;;;;;;
8564;04/14/2019;11:45:04;PM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CAD;;1;Buy;;;;;;;;;;;
8565;04/14/2019;11:45:04;PM;MST;ORDER_FILL;MARKET_ORDER;USD/CAD;1.33408;1;Buy;0.0001;;;;0;0;0;;25.84;;
8566;04/14/2019;11:45:04;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.33558;;;;;;;;;;;;;
8567;04/14/2019;11:45:04;PM;MST;STOP_LOSS_ORDER;ON_FILL;;1.33308;;;;;;;;;;;;;
8568;04/14/2019;11:45:56;PM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;1;Sell;;;;;;;;;;;
8569;04/14/2019;11:45:56;PM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;146.441;1;Sell;0.0001;;;;0;0;0;;25.84;;
8570;04/14/2019;11:45:56;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;146.291;;;;;;;;;;;;;
8571;04/14/2019;11:45:56;PM;MST;STOP_LOSS_ORDER;ON_FILL;;146.541;;;;;;;;;;;;;
8572;04/14/2019;11:54:01;PM;MST;ORDER_FILL;STOP_LOSS_ORDER;GBP/USD;1.308;1;Sell;0.0001;;;;0;0;-0.001;;25.84;;
8573;04/14/2019;11:54:01;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8574;04/15/2019;12:01:28;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/USD;;1;Buy;;;;;;;;;;;
