Ticket,Date,Timezone,Transaction,Details,Instrument,Price,Units,Direction,Spread Cost,Stop Loss,Take Profit,Trailing Stop,Financing,Commission,Conversion Rate,PL,Amount,Balance
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 334,USD/CHF,,,,,,,,-0.01870,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 482,USD/CHF,,,,,,,,-0.01450,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 340,GBP/USD,,,,,,,,-0.01860,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 371,GBP/USD,,,,,,,,-0.01480,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 461,GBP/USD,,,,,,,,-0.01110,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 548,GBP/USD,,,,,,,,-0.00870,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 602,GBP/USD,,,,,,,,-0.00790,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 259,GBP/CAD,,,,,,,,-0.00660,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 592,GBP/CAD,,,,,,,,-0.01300,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 599,GBP/JPY,,,,,,,,-0.00130,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 609,GBP/JPY,,,,,,,,-0.00160,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 622,GBP/JPY,,,,,,,,-0.00280,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 349,AUD/USD,,,,,,,,-0.00380,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 362,AUD/USD,,,,,,,,-0.00460,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 374,AUD/USD,,,,,,,,-0.00550,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 365,NZD/USD,,,,,,,,-0.00500,,,,,
,05/06/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 628,NZD/USD,,,,,,,,-0.00230,,,,,
642,05/06/2018 07:18:50 PM,PDT,MARKET_ORDER,TRADE_CLOSE,NZD/USD,,150,Sell,,,,,,,,,,
643,05/06/2018 07:18:50 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/USD,0.70345,150,Sell,0.0120,,,,-0.00070,0.0000,1.0000,0.40800,,514.94
644,05/06/2018 07:18:50 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
645,05/06/2018 09:30:29 PM,PDT,MARKET_ORDER,TRADE_CLOSE,GBP/JPY,,210,Sell,,,,,,,,,,
646,05/06/2018 09:30:29 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,GBP/JPY,147.80600,210,Sell,0.0269,,,,-0.00100,0.0000,0.0091,0.39650,,515.34
647,05/06/2018 09:30:29 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
648,05/07/2018 06:46:49 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/USD,,250,Buy,,,1.19334,,,,,,,
649,05/07/2018 06:46:49 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/USD,1.19084,250,Buy,0.0150,,,,0.00000,0.0000,,0.00000,,515.34
650,05/07/2018 06:46:49 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.19334,,,,,,,,,,,,
651,05/07/2018 06:57:45 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,EUR/USD,1.18500,225,Buy,,,1.18750,,,,,,,
652,05/07/2018 06:58:10 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
653,05/07/2018 06:58:10 AM,PDT,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,EUR/USD,1.19500,225,Buy,,,1.18750,,,,,,,
654,05/07/2018 07:46:42 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
655,05/07/2018 07:46:42 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.19441,,,,,,,,,,,,
656,05/07/2018 08:15:53 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
657,05/07/2018 08:15:53 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.19765,,,,,,,,,,,,
658,05/07/2018 09:51:37 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,GBP/JPY,147.75000,210,Buy,,,148.00000,,,,,,,
659,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.18870,,,,,515.15
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 517,EUR/USD,,,,,,,,-0.02430,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 526,EUR/USD,,,,,,,,-0.00880,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 649,EUR/USD,,,,,,,,-0.00520,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 589,EUR/AUD,,,,,,,,-0.00090,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 229,USD/CHF,,,,,,,,-0.01390,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 334,USD/CHF,,,,,,,,-0.01870,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 482,USD/CHF,,,,,,,,-0.01450,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 340,GBP/USD,,,,,,,,-0.01860,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 371,GBP/USD,,,,,,,,-0.01480,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 461,GBP/USD,,,,,,,,-0.01110,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 548,GBP/USD,,,,,,,,-0.00870,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 602,GBP/USD,,,,,,,,-0.00790,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 259,GBP/CAD,,,,,,,,-0.00660,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 592,GBP/CAD,,,,,,,,-0.01290,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 599,GBP/JPY,,,,,,,,-0.00130,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 609,GBP/JPY,,,,,,,,-0.00160,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 349,AUD/USD,,,,,,,,-0.00380,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 362,AUD/USD,,,,,,,,-0.00460,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 374,AUD/USD,,,,,,,,-0.00550,,,,,
,05/07/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 365,NZD/USD,,,,,,,,-0.00500,,,,,
660,05/07/2018 07:21:13 PM,PDT,ORDER_FILL,MARKET_IF_TOUCHED_ORDER,GBP/JPY,147.74900,210,Buy,0.0270,,,,0.00000,0.0000,,0.00000,,515.15
661,05/07/2018 07:21:13 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,148.00000,,,,,,,,,,,,
662,05/07/2018 08:51:59 PM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,CAD/JPY,84.00000,200,Buy,,,84.25000,,,,,,,
663,05/07/2018 11:11:25 PM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/JPY,148.00100,210,Sell,0.0241,,,,-0.00040,0.0000,0.0091,0.48570,,515.63
664,05/08/2018 01:25:48 AM,PDT,ORDER_FILL,MARKET_IF_TOUCHED_ORDER,CAD/JPY,84.00000,200,Buy,0.0165,,,,0.00000,0.0000,,0.00000,,515.63
665,05/08/2018 01:25:48 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,84.25000,,,,,,,,,,,,
666,05/08/2018 02:40:59 AM,PDT,MARKET_ORDER,TRADE_CLOSE,CAD/JPY,,200,Sell,,,,,,,,,,
667,05/08/2018 02:40:59 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,CAD/JPY,84.02200,200,Sell,0.0183,,,,0.00010,0.0000,0.0091,0.04040,,515.68
668,05/08/2018 02:40:59 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
669,05/08/2018 02:42:45 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST,,,,,,,,,,,,,,
670,05/08/2018 06:06:23 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/USD,,245,Buy,,,1.18809,,,,,,,
671,05/08/2018 06:06:23 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/USD,1.18559,245,Buy,0.0147,,,,0.00000,0.0000,,0.00000,,515.68
672,05/08/2018 06:06:23 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.18809,,,,,,,,,,,,
673,05/08/2018 06:09:26 AM,PDT,MARKET_ORDER,CLIENT_ORDER,AUD/USD,,110,Buy,,,0.74839,,,,,,,
674,05/08/2018 06:09:26 AM,PDT,ORDER_FILL,MARKET_ORDER,AUD/USD,0.74439,110,Buy,0.0072,,,,0.00000,0.0000,,0.00000,,515.68
675,05/08/2018 06:09:26 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.74839,,,,,,,,,,,,
676,05/08/2018 09:07:04 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
677,05/08/2018 09:07:04 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.18878,,,,,,,,,,,,
678,05/08/2018 09:07:45 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
679,05/08/2018 09:07:45 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.18970,,,,,,,,,,,,
680,05/08/2018 09:31:58 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
681,05/08/2018 09:31:58 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.19049,,,,,,,,,,,,
682,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.20940,,,,,515.47
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 517,EUR/USD,,,,,,,,-0.02420,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 526,EUR/USD,,,,,,,,-0.00880,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 649,EUR/USD,,,,,,,,-0.01980,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 671,EUR/USD,,,,,,,,-0.00560,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 589,EUR/AUD,,,,,,,,-0.00090,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 229,USD/CHF,,,,,,,,-0.01390,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 334,USD/CHF,,,,,,,,-0.01870,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 482,USD/CHF,,,,,,,,-0.01450,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 340,GBP/USD,,,,,,,,-0.01860,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 371,GBP/USD,,,,,,,,-0.01480,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 461,GBP/USD,,,,,,,,-0.01110,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 548,GBP/USD,,,,,,,,-0.00870,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 602,GBP/USD,,,,,,,,-0.00790,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 259,GBP/CAD,,,,,,,,-0.00650,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 592,GBP/CAD,,,,,,,,-0.01280,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 599,GBP/JPY,,,,,,,,-0.00130,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 609,GBP/JPY,,,,,,,,-0.00160,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 349,AUD/USD,,,,,,,,-0.00390,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 362,AUD/USD,,,,,,,,-0.00470,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 374,AUD/USD,,,,,,,,-0.00560,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 674,AUD/USD,,,,,,,,-0.00050,,,,,
,05/08/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 365,NZD/USD,,,,,,,,-0.00500,,,,,
683,05/09/2018 04:02:55 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/JPY,148.77800,120,Sell,0.0126,,,,-0.00100,0.0000,0.0091,0.32930,,515.79
684,05/09/2018 06:01:30 AM,PDT,MARKET_ORDER,CLIENT_ORDER,NZD/CHF,,200,Buy,,,0.70222,,,,,,,
685,05/09/2018 06:01:30 AM,PDT,ORDER_FILL,MARKET_ORDER,NZD/CHF,0.70004,200,Buy,0.0300,,,,0.00000,0.0000,,0.00000,,515.79
686,05/09/2018 06:01:30 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.70222,,,,,,,,,,,,
687,05/09/2018 06:06:25 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
688,05/09/2018 06:06:25 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.18946,,,,,,,,,,,,
689,05/09/2018 06:06:47 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
690,05/09/2018 06:06:47 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,0.74703,,,,,,,,,,,,
691,05/09/2018 07:02:49 AM,PDT,MARKET_ORDER,TRADE_CLOSE,AUD/USD,,110,Sell,,,,,,,,,,
692,05/09/2018 07:02:49 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,AUD/USD,0.74626,110,Sell,0.0072,,,,-0.00140,0.0000,1.0000,0.20570,,516.00
693,05/09/2018 07:02:49 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
694,05/09/2018 07:03:09 AM,PDT,MARKET_ORDER,TRADE_CLOSE,EUR/USD,,245,Sell,,,,,,,,,,
695,05/09/2018 07:03:09 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,EUR/USD,1.18780,245,Sell,0.0147,,,,-0.01450,0.0000,1.0000,0.54140,,516.53
696,05/09/2018 07:03:09 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
697,05/09/2018 08:04:05 AM,PDT,MARKET_ORDER,TRADE_CLOSE,NZD/CHF,,200,Sell,,,,,,,,,,
698,05/09/2018 08:04:05 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CHF,0.70082,200,Sell,0.0279,,,,0.00040,0.0000,0.9960,0.15540,,516.68
699,05/09/2018 08:04:05 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
700,05/09/2018 10:11:26 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,EUR/USD,1.18250,350,Buy,,,1.18500,,,,,,,
701,05/09/2018 10:13:47 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,GBP/JPY,147.00000,350,Buy,,,147.35000,,,,,,,
702,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.20180,,,,,516.48
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 517,EUR/USD,,,,,,,,-0.02420,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 526,EUR/USD,,,,,,,,-0.00880,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 649,EUR/USD,,,,,,,,-0.01980,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 589,EUR/AUD,,,,,,,,-0.00090,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 229,USD/CHF,,,,,,,,-0.01390,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 334,USD/CHF,,,,,,,,-0.01870,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 482,USD/CHF,,,,,,,,-0.01450,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 340,GBP/USD,,,,,,,,-0.01860,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 371,GBP/USD,,,,,,,,-0.01480,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 461,GBP/USD,,,,,,,,-0.01110,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 548,GBP/USD,,,,,,,,-0.00870,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 602,GBP/USD,,,,,,,,-0.00790,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 259,GBP/CAD,,,,,,,,-0.00660,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 592,GBP/CAD,,,,,,,,-0.01290,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 599,GBP/JPY,,,,,,,,-0.00130,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 349,AUD/USD,,,,,,,,-0.00380,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 362,AUD/USD,,,,,,,,-0.00470,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 374,AUD/USD,,,,,,,,-0.00560,,,,,
,05/09/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 365,NZD/USD,,,,,,,,-0.00500,,,,,
703,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.20180,,,,,516.28
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 517,EUR/USD,,,,,,,,-0.02430,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 526,EUR/USD,,,,,,,,-0.00880,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 649,EUR/USD,,,,,,,,-0.01980,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 589,EUR/AUD,,,,,,,,-0.00090,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 229,USD/CHF,,,,,,,,-0.01390,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 334,USD/CHF,,,,,,,,-0.01870,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 482,USD/CHF,,,,,,,,-0.01450,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 340,GBP/USD,,,,,,,,-0.01860,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 371,GBP/USD,,,,,,,,-0.01480,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 461,GBP/USD,,,,,,,,-0.01110,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 548,GBP/USD,,,,,,,,-0.00870,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 602,GBP/USD,,,,,,,,-0.00790,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 259,GBP/CAD,,,,,,,,-0.00660,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 592,GBP/CAD,,,,,,,,-0.01300,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 599,GBP/JPY,,,,,,,,-0.00130,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 349,AUD/USD,,,,,,,,-0.00380,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 362,AUD/USD,,,,,,,,-0.00460,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 374,AUD/USD,,,,,,,,-0.00550,,,,,
,05/10/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 365,NZD/USD,,,,,,,,-0.00500,,,,,
704,05/11/2018 03:49:23 AM,PDT,MARKET_ORDER,TRADE_CLOSE,EUR/USD,,250,Sell,,,,,,,,,,
705,05/11/2018 03:49:23 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,EUR/USD,1.19426,250,Sell,0.0150,,,,-0.01230,0.0000,1.0000,0.85500,,517.12
706,05/11/2018 03:49:23 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
707,05/11/2018 03:50:36 AM,PDT,MARKET_ORDER,CLIENT_ORDER,NZD/CHF,,300,Buy,,,0.70026,,,,,,,
708,05/11/2018 03:50:36 AM,PDT,ORDER_FILL,MARKET_ORDER,NZD/CHF,0.69776,300,Buy,0.0405,,,,0.00000,0.0000,,0.00000,,517.12
709,05/11/2018 03:50:36 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.70026,,,,,,,,,,,,
710,05/11/2018 07:09:31 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,GBP/JPY,147.90000,311,Buy,,,148.15000,,,,,,,
711,05/11/2018 12:42:33 PM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,200,Buy,,,148.27800,,,,,,,
712,05/11/2018 12:42:33 PM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,148.02800,200,Buy,0.0238,,,,0.00000,0.0000,,0.00000,,517.12
713,05/11/2018 12:42:33 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,148.27800,,,,,,,,,,,,
714,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.17960,,,,,516.94
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 517,EUR/USD,,,,,,,,-0.02430,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 526,EUR/USD,,,,,,,,-0.00880,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 589,EUR/AUD,,,,,,,,-0.00090,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 229,USD/CHF,,,,,,,,-0.01390,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 334,USD/CHF,,,,,,,,-0.01870,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 482,USD/CHF,,,,,,,,-0.01450,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 340,GBP/USD,,,,,,,,-0.01860,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 371,GBP/USD,,,,,,,,-0.01480,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 461,GBP/USD,,,,,,,,-0.01110,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 548,GBP/USD,,,,,,,,-0.00870,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 602,GBP/USD,,,,,,,,-0.00790,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 259,GBP/CAD,,,,,,,,-0.00660,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 592,GBP/CAD,,,,,,,,-0.01300,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 599,GBP/JPY,,,,,,,,-0.00130,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 712,GBP/JPY,,,,,,,,0.00000,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 349,AUD/USD,,,,,,,,-0.00380,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 362,AUD/USD,,,,,,,,-0.00460,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 374,AUD/USD,,,,,,,,-0.00550,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 365,NZD/USD,,,,,,,,-0.00500,,,,,
,05/11/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 708,NZD/CHF,,,,,,,,0.00240,,,,,
715,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.17820,,,,,516.76
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 517,EUR/USD,,,,,,,,-0.02430,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 526,EUR/USD,,,,,,,,-0.00880,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 589,EUR/AUD,,,,,,,,-0.00090,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 229,USD/CHF,,,,,,,,-0.01390,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 334,USD/CHF,,,,,,,,-0.01870,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 482,USD/CHF,,,,,,,,-0.01450,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 340,GBP/USD,,,,,,,,-0.01860,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 371,GBP/USD,,,,,,,,-0.01480,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 461,GBP/USD,,,,,,,,-0.01110,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 548,GBP/USD,,,,,,,,-0.00870,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 602,GBP/USD,,,,,,,,-0.00790,,,,,
,05/12/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 259,GBP/CAD,,,,,,,,-0.00660,,,,,
