Ticket,Date,Timezone,Transaction,Details,Instrument,Price,Units,Direction,Spread Cost,Stop Loss,Take Profit,Trailing Stop,Financing,Commission,Conversion Rate,PL,Amount,Balance
10484,10/04/2019 09:16:31 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10485,10/04/2019 09:17:57 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,1300,Sell,,,1.33122,,,,,,,
10486,10/04/2019 09:17:57 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.33272,1300,Sell,0.0780,,,,0.00000,0.0000,,0.00000,,527.93
10487,10/04/2019 09:17:57 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.33122,,,,,,,,,,,,
10488,10/04/2019 09:19:20 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10489,10/04/2019 09:19:20 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,72.59100,,,,,,,,,,,,
10490,10/04/2019 09:28:43 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10491,10/04/2019 09:28:43 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,117.57900,,,,,,,,,,,,
10492,10/04/2019 09:30:10 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10493,10/04/2019 09:30:10 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.45713,,,,,,,,,,,,
10494,10/04/2019 12:52:22 PM,PDT,MARKET_ORDER,TRADE_CLOSE,USD/CAD,,1300,Buy,,,,,,,,,,
10495,10/04/2019 12:52:22 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,USD/CAD,1.33159,1300,Buy,0.0830,,,,-0.00430,0.0000,0.7509,1.10320,,529.03
10496,10/04/2019 12:52:22 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10497,10/04/2019 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.03520,,,,,529.00
,10/04/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10404,EUR/CAD,,,,,,,,0.03760,,,,,
,10/04/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10368,EUR/JPY,,,,,,,,-0.03520,,,,,
,10/04/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10388,USD/CAD,,,,,,,,-0.02250,,,,,
,10/04/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10401,USD/CAD,,,,,,,,-0.01790,,,,,
,10/04/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10356,AUD/JPY,,,,,,,,0.00280,,,,,
10498,10/05/2019 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.03520,,,,,528.96
,10/05/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10404,EUR/CAD,,,,,,,,0.03760,,,,,
,10/05/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10368,EUR/JPY,,,,,,,,-0.03520,,,,,
,10/05/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10388,USD/CAD,,,,,,,,-0.02250,,,,,
,10/05/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10401,USD/CAD,,,,,,,,-0.01790,,,,,
,10/05/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10356,AUD/JPY,,,,,,,,0.00280,,,,,
10499,10/06/2019 09:14:16 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10500,10/06/2019 09:14:16 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,117.67400,,,,,,,,,,,,
10501,10/06/2019 09:14:37 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10502,10/06/2019 09:14:37 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.45650,,,,,,,,,,,,
10503,10/06/2019 09:14:54 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10504,10/06/2019 09:14:54 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,72.63200,,,,,,,,,,,,
10505,10/06/2019 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.03520,,,,,528.93
,10/06/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10404,EUR/CAD,,,,,,,,0.03760,,,,,
,10/06/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10368,EUR/JPY,,,,,,,,-0.03520,,,,,
,10/06/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10388,USD/CAD,,,,,,,,-0.02250,,,,,
,10/06/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10401,USD/CAD,,,,,,,,-0.01790,,,,,
,10/06/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10356,AUD/JPY,,,,,,,,0.00280,,,,,
10506,10/06/2019 05:45:07 PM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10507,10/06/2019 05:45:07 PM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.32792,,,,,,,,,,,,
10508,10/06/2019 05:45:25 PM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10509,10/06/2019 05:45:25 PM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.32692,,,,,,,,,,,,
10510,10/07/2019 12:52:50 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,USD/CAD,1.33400,2000,Sell,,,1.33100,,,,,,,
10511,10/07/2019 02:55:56 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,2001,Sell,,,1.32952,,,,,,,
10512,10/07/2019 02:55:56 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.33202,2001,Sell,0.1277,,,,0.00000,0.0000,,0.00000,,528.93
10513,10/07/2019 02:55:56 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.32952,,,,,,,,,,,,
10514,10/07/2019 02:58:38 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,NZD/CHF,0.62000,1001,Buy,,,0.62300,,,,,,,
10515,10/07/2019 03:30:08 AM,PDT,MARKET_ORDER,CLIENT_ORDER,AUD/JPY,,1100,Buy,,,,,,,,,,
10516,10/07/2019 03:30:08 AM,PDT,ORDER_FILL,MARKET_ORDER,AUD/JPY,71.94500,1100,Buy,0.0721,,,,0.00000,0.0000,,0.00000,,528.93
10517,10/07/2019 03:30:34 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST,,,,,,,,,,,,,,
10518,10/07/2019 03:30:59 AM,PDT,TAKE_PROFIT_ORDER,CLIENT_ORDER,,72.22500,,,,,,,,,,,,
10519,10/07/2019 05:38:08 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,USD/CAD,1.32951,2001,Buy,0.1204,,,,-0.00500,0.0000,0.7521,3.77770,,532.70
10520,10/07/2019 06:06:15 AM,PDT,MARKET_ORDER,TRADE_CLOSE,AUD/JPY,,1100,Sell,,,,,,,,,,
10521,10/07/2019 06:06:15 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,AUD/JPY,72.09900,1100,Sell,0.0720,,,,0.00040,0.0000,0.0093,1.58430,,534.28
10522,10/07/2019 06:06:15 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10523,10/07/2019 06:07:37 AM,PDT,MARKET_ORDER,TRADE_CLOSE,USD/CAD,,800,Buy,,,,,,,,,,
10524,10/07/2019 06:07:37 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,USD/CAD,1.32954,800,Buy,0.0481,,,,-0.01280,0.0000,0.7521,1.01690,,535.29
10525,10/07/2019 06:07:37 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10526,10/07/2019 06:09:32 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/AUD,,1500,Sell,,,1.62835,,,,,,,
10527,10/07/2019 06:09:32 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/AUD,1.63035,1500,Sell,0.1163,,,,0.00000,0.0000,,0.00000,,535.29
10528,10/07/2019 06:09:32 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.62835,,,,,,,,,,,,
10529,10/07/2019 06:09:46 AM,PDT,MARKET_ORDER,TRADE_CLOSE,EUR/JPY,,1002,Sell,,,,,,,,,,
10530,10/07/2019 06:09:46 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,EUR/JPY,117.57600,1002,Sell,0.0656,,,,-0.02520,0.0000,0.0093,1.19930,,536.46
10531,10/07/2019 06:09:46 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10532,10/07/2019 07:47:37 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,USD/CAD,1.33350,2002,Sell,,,1.33050,,,,,,,
10533,10/07/2019 10:36:01 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,EUR/AUD,1.62832,1500,Buy,0.1213,,,,0.00330,0.0000,0.6739,2.05210,,538.52
10534,10/07/2019 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,0.01790,,,,,538.54
,10/07/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10404,EUR/CAD,,,,,,,,0.03760,,,,,
,10/07/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10388,USD/CAD,,,,,,,,-0.02250,,,,,
,10/07/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10356,AUD/JPY,,,,,,,,0.00280,,,,,
10535,10/07/2019 05:16:07 PM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,3000,Sell,,,1.32917,,,,,,,
10536,10/07/2019 05:16:07 PM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.33017,3000,Sell,0.2142,,,,0.00000,0.0000,,0.00000,,538.54
10537,10/07/2019 05:16:07 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.32917,,,,,,,,,,,,
10538,10/07/2019 05:17:36 PM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10539,10/07/2019 05:17:36 PM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.32886,,,,,,,,,,,,
10540,10/07/2019 05:19:34 PM,PDT,ORDER_CANCEL,CLIENT_REQUEST,,,,,,,,,,,,,,
10541,10/07/2019 05:19:46 PM,PDT,ORDER_CANCEL,CLIENT_REQUEST,,,,,,,,,,,,,,
10542,10/07/2019 06:46:14 PM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10543,10/07/2019 06:46:14 PM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.32717,,,,,,,,,,,,
10544,10/07/2019 09:54:04 PM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10545,10/07/2019 09:54:04 PM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.32855,,,,,,,,,,,,
10546,10/07/2019 10:40:53 PM,PDT,MARKET_ORDER,TRADE_CLOSE,AUD/JPY,,1001,Sell,,,,,,,,,,
10547,10/07/2019 10:40:53 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,AUD/JPY,72.48400,1001,Sell,0.0652,,,,0.00120,0.0000,0.0093,0.27030,,538.81
10548,10/07/2019 10:40:53 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10549,10/07/2019 10:41:00 PM,PDT,MARKET_ORDER,TRADE_CLOSE,USD/CAD,,1005,Buy,,,,,,,,,,
10550,10/07/2019 10:41:00 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,USD/CAD,1.32905,1005,Buy,0.0681,,,,-0.00900,0.0000,0.7524,0.65790,,539.46
10551,10/07/2019 10:41:00 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10552,10/07/2019 10:41:06 PM,PDT,MARKET_ORDER,TRADE_CLOSE,USD/CAD,,3000,Buy,,,,,,,,,,
10553,10/07/2019 10:41:06 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,USD/CAD,1.32905,3000,Buy,0.2032,,,,-0.01510,0.0000,0.7524,2.52810,,541.97
10554,10/07/2019 10:41:06 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10555,10/07/2019 10:43:02 PM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,EUR/AUD,1.62000,2500,Buy,,,1.62300,,,,,,,
10556,10/07/2019 10:50:53 PM,PDT,MARKET_ORDER,TRADE_CLOSE,EUR/CAD,,800,Buy,,,,,,,,,,
10557,10/07/2019 10:50:53 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,EUR/CAD,1.45912,800,Buy,0.0722,,,,0.01550,0.0000,0.7523,-0.65000,,541.33
10558,10/07/2019 10:50:53 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10559,10/07/2019 11:03:08 PM,PDT,MARKET_ORDER,CLIENT_ORDER,NZD/JPY,,3000,Sell,,,,,,,,,,
10560,10/07/2019 11:03:08 PM,PDT,ORDER_FILL,MARKET_ORDER,NZD/JPY,67.85300,3000,Sell,0.2514,,,,0.00000,0.0000,,0.00000,,541.33
10561,10/07/2019 11:03:59 PM,PDT,TAKE_PROFIT_ORDER,CLIENT_ORDER,,67.69900,,,,,,,,,,,,
10562,10/07/2019 11:58:54 PM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/AUD,,2500,Buy,,,1.82083,,,,,,,
10563,10/07/2019 11:58:54 PM,PDT,ORDER_FILL,MARKET_ORDER,GBP/AUD,1.81880,2500,Buy,0.2869,,,,0.00000,0.0000,,0.00000,,541.33
10564,10/07/2019 11:58:54 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.82083,,,,,,,,,,,,
10565,10/08/2019 12:39:27 AM,PDT,MARKET_ORDER,TRADE_CLOSE,NZD/JPY,,3000,Buy,,,,,,,,,,
10566,10/08/2019 12:39:27 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/JPY,67.76200,3000,Buy,0.2236,,,,-0.01110,0.0000,0.0093,2.54380,,543.87
10567,10/08/2019 12:39:27 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10568,10/08/2019 12:55:21 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/AUD,1.82084,2500,Sell,0.3627,,,,-0.00340,0.0000,0.6747,3.44100,,547.31
10569,10/08/2019 01:34:42 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/AUD,,3000,Buy,,,1.81905,,,,,,,
10570,10/08/2019 01:34:42 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/AUD,1.81706,3000,Buy,0.3341,,,,0.00000,0.0000,,0.00000,,547.31
10571,10/08/2019 01:34:42 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.81905,,,,,,,,,,,,
10572,10/08/2019 02:37:54 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/GBP,,1000,Sell,,,0.89392,,,,,,,
10573,10/08/2019 02:37:54 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/GBP,0.89750,1000,Sell,0.0918,,,,0.00000,0.0000,,0.00000,,547.31
10574,10/08/2019 02:37:54 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.89392,,,,,,,,,,,,
10575,10/08/2019 02:47:49 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10576,10/08/2019 02:47:49 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,0.89485,,,,,,,,,,,,
10577,10/08/2019 04:05:53 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,500,Sell,,,,,,,,,,
10578,10/08/2019 04:05:53 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.33247,500,Sell,0.0319,,,,0.00000,0.0000,,0.00000,,547.31
10579,10/08/2019 04:32:09 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST,,,,,,,,,,,,,,
10580,10/08/2019 06:15:20 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/AUD,,200,Buy,,,,,,,,,,
10581,10/08/2019 06:15:20 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/AUD,1.81083,200,Buy,0.0270,,,,0.00000,0.0000,,0.00000,,547.31
10582,10/08/2019 09:00:55 AM,PDT,TAKE_PROFIT_ORDER,CLIENT_ORDER,,1.81770,,,,,,,,,,,,
10583,10/08/2019 09:01:15 AM,PDT,TAKE_PROFIT_ORDER,CLIENT_ORDER,,1.32981,,,,,,,,,,,,
10584,10/08/2019 10:15:56 AM,PDT,MARKET_ORDER,TRADE_CLOSE,EUR/GBP,,1000,Buy,,,,,,,,,,
10585,10/08/2019 10:15:56 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,EUR/GBP,0.89635,1000,Buy,0.0916,,,,0.00340,0.0000,1.2218,1.40510,,548.71
10586,10/08/2019 10:15:56 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10587,10/08/2019 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.05460,,,,,548.66
,10/08/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10578,USD/CAD,,,,,,,,-0.00420,,,,,
,10/08/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10570,GBP/AUD,,,,,,,,-0.04850,,,,,
,10/08/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10581,GBP/AUD,,,,,,,,-0.00190,,,,,
10588,10/08/2019 09:05:00 PM,PDT,ORDER_CANCEL,CLIENT_REQUEST,,,,,,,,,,,,,,
10589,10/08/2019 09:08:47 PM,PDT,MARKET_ORDER,TRADE_CLOSE,USD/CAD,,500,Buy,,,,,,,,,,
10590,10/08/2019 09:08:47 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,USD/CAD,1.33176,500,Buy,0.0357,,,,-0.00380,0.0000,0.7508,0.26660,,548.92
10591,10/08/2019 09:08:47 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10592,10/09/2019 01:18:19 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/AUD,1.81772,200,Sell,0.0559,,,,-0.00340,0.0000,0.6739,0.92870,,549.85
10593,10/09/2019 01:18:28 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/AUD,1.81905,3000,Sell,0.8291,,,,-0.05230,0.0000,0.6740,4.02400,,553.82
10594,10/09/2019 03:06:34 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/JPY,,3000,Sell,,,117.53800,,,,,,,
10595,10/09/2019 03:06:34 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/JPY,117.88800,3000,Sell,0.2376,,,,0.00000,0.0000,,0.00000,,553.82
10596,10/09/2019 03:06:34 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,117.53800,,,,,,,,,,,,
10597,10/09/2019 03:15:29 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,GBP/AUD,1.81000,3000,Buy,,,1.81350,,,,,,,
10598,10/09/2019 03:19:20 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,EUR/JPY,117.95000,2500,Sell,,,117.60000,,,,,,,
10599,10/09/2019 03:20:15 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10600,10/09/2019 03:20:15 AM,PDT,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,EUR/JPY,118.00000,2500,Sell,,,117.60000,,,,,,,
10601,10/09/2019 03:29:09 AM,PDT,ORDER_FILL,MARKET_IF_TOUCHED_ORDER,GBP/AUD,1.80998,3000,Buy,0.3542,,,,0.00000,0.0000,,0.00000,,553.82
10602,10/09/2019 03:29:09 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.81350,,,,,,,,,,,,
10603,10/09/2019 03:29:53 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10604,10/09/2019 03:29:53 AM,PDT,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,EUR/JPY,118.10000,2500,Sell,,,117.60000,,,,,,,
10605,10/09/2019 03:30:20 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST,,,,,,,,,,,,,,
10606,10/09/2019 04:20:38 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/AUD,1.81351,3000,Sell,0.4250,,,,-0.00360,0.0000,0.6745,7.14360,,560.96
10607,10/09/2019 04:22:35 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/AUD,,2500,Buy,,,1.81621,,,,,,,
10608,10/09/2019 04:22:35 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/AUD,1.81369,2500,Buy,0.2867,,,,0.00000,0.0000,,0.00000,,560.96
10609,10/09/2019 04:22:35 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.81621,,,,,,,,,,,,
10610,10/09/2019 07:41:58 AM,PDT,MARKET_ORDER,TRADE_CLOSE,GBP/AUD,,2500,Sell,,,,,,,,,,
10611,10/09/2019 07:41:58 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,GBP/AUD,1.81506,2500,Sell,0.2609,,,,-0.01180,0.0000,0.6733,2.30610,,563.25
10612,10/09/2019 07:41:58 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10613,10/09/2019 07:45:11 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,3000,Sell,,,1.33042,,,,,,,
10614,10/09/2019 07:45:11 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.33238,3000,Sell,0.1914,,,,0.00000,0.0000,,0.00000,,563.25
10615,10/09/2019 07:45:11 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.33042,,,,,,,,,,,,
10616,10/09/2019 08:08:34 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,1500,Sell,,,1.33005,,,,,,,
10617,10/09/2019 08:08:34 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.33305,1500,Sell,0.0900,,,,0.00000,0.0000,,0.00000,,563.25
10618,10/09/2019 08:08:34 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.33005,,,,,,,,,,,,
10619,10/09/2019 10:07:45 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10620,10/09/2019 10:07:45 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,1.32986,,,,,,,,,,,,
10621,10/09/2019 10:14:32 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
10622,10/09/2019 10:14:32 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,117.59400,,,,,,,,,,,,
10623,10/09/2019 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.03470,,,,,563.22
,10/09/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10595,EUR/JPY,,,,,,,,-0.01320,,,,,
,10/09/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10614,USD/CAD,,,,,,,,-0.01470,,,,,
,10/09/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 10617,USD/CAD,,,,,,,,-0.00680,,,,,
10624,10/09/2019 03:57:11 PM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,EUR/JPY,117.59300,3000,Buy,0.2663,,,,-0.00400,0.0000,0.0093,8.26720,,571.48
10625,10/09/2019 04:56:36 PM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,2555,Sell,,,1.33130,,,,,,,
10626,10/09/2019 04:56:36 PM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.33377,2555,Sell,0.1915,,,,0.00000,0.0000,,0.00000,,571.48
10627,10/09/2019 04:56:36 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.33130,,,,,,,,,,,,
10628,10/09/2019 06:33:58 PM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/JPY,,2000,Sell,,,117.83900,,,,,,,
10629,10/09/2019 06:33:58 PM,PDT,ORDER_FILL,MARKET_ORDER,EUR/JPY,118.09900,2000,Sell,0.1488,,,,0.00000,0.0000,,0.00000,,571.48
10630,10/09/2019 06:33:58 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,117.83900,,,,,,,,,,,,
10631,10/09/2019 06:47:46 PM,PDT,MARKET_ORDER,TRADE_CLOSE,USD/CAD,,2555,Buy,,,,,,,,,,
10632,10/09/2019 06:47:46 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,USD/CAD,1.33160,2555,Buy,0.1919,,,,-0.00440,0.0000,0.7509,4.16370,,575.64
10633,10/09/2019 06:47:46 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10634,10/09/2019 06:48:25 PM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/JPY,,3000,Sell,,,,,,,,,,
10635,10/09/2019 06:48:25 PM,PDT,ORDER_FILL,MARKET_ORDER,EUR/JPY,118.19300,3000,Sell,0.2370,,,,0.00000,0.0000,,0.00000,,575.64
10636,10/09/2019 06:49:57 PM,PDT,MARKET_ORDER,TRADE_CLOSE,USD/CAD,,1500,Buy,,,,,,,,,,
10637,10/09/2019 06:49:57 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,USD/CAD,1.33158,1500,Buy,0.1127,,,,-0.00820,0.0000,0.7509,1.65590,,577.29
10638,10/09/2019 06:49:57 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10639,10/09/2019 06:52:59 PM,PDT,MARKET_ORDER,TRADE_CLOSE,USD/CAD,,3000,Buy,,,,,,,,,,
10640,10/09/2019 06:52:59 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,USD/CAD,1.33147,3000,Buy,0.2479,,,,-0.01650,0.0000,0.7510,2.05040,,579.32
10641,10/09/2019 06:52:59 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
10642,10/09/2019 06:59:19 PM,PDT,TAKE_PROFIT_ORDER,CLIENT_ORDER,,117.88100,,,,,,,,,,,,
10643,10/09/2019 07:08:36 PM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,USD/CAD,1.33450,3000,Sell,,,1.33100,,,,,,,
10644,10/10/2019 12:30:47 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/JPY,,1500,Sell,,,117.84300,,,,,,,
10645,10/10/2019 12:30:47 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/JPY,118.34900,1500,Sell,0.1117,,,,0.00000,0.0000,,0.00000,,579.32
